id,worker,zone,shift,task_type,pick_rate,exceptions,overtime_hours,recorded_at
WKR-10642,Operator 257,JIS-07,A,packing,76,4,0.5,2026-05-22T17:36:52+00:00
WKR-10643,Operator 741,B-07,B,packing,82,4,0.9,2026-05-30T20:45:52+00:00
WKR-10644,Operator 288,Q-04,B,picking,86,2,0.8,2026-06-29T17:47:52+00:00
WKR-10645,Operator 018,HZ-02,C,replenishment,67,3,0.1,2026-07-06T20:08:52+00:00
WKR-10646,Operator 259,HZ-02,B,picking,85,3,1.2,2026-07-17T03:40:52+00:00
WKR-10647,Operator 229,Q-04,B,picking,118,2,0.2,2026-07-16T08:40:52+00:00
WKR-10648,Operator 535,Q-04,A,packing,75,0,0.8,2026-06-08T13:25:52+00:00
WKR-10649,Operator 050,HZ-02,C,quality,41,1,0,2026-06-26T19:12:52+00:00
WKR-10650,Operator 681,Q-04,C,quality,41,3,0.6,2026-06-11T14:36:52+00:00
WKR-10651,Operator 262,HZ-02,A,packing,74,2,1.0,2026-06-15T21:57:52+00:00
WKR-10652,Operator 155,HZ-02,A,packing,69,0,0.2,2026-07-19T04:26:52+00:00
WKR-10653,Operator 399,A-12,C,picking,95,0,0.8,2026-06-17T05:38:52+00:00
WKR-10654,Operator 032,JIS-07,B,picking,92,0,0,2026-06-11T13:07:52+00:00
WKR-10655,Operator 702,B-07,B,picking,126,3,0.8,2026-07-07T07:39:52+00:00
WKR-10656,Operator 065,Q-04,B,picking,98,1,1.3,2026-06-21T22:27:52+00:00
WKR-10657,Operator 605,HZ-02,A,packing,81,3,0.2,2026-07-01T20:07:52+00:00
WKR-10658,Operator 652,B-07,B,replenishment,49,1,0,2026-06-23T02:38:52+00:00
WKR-10659,Operator 065,JIS-07,B,packing,83,1,0.8,2026-06-04T18:23:52+00:00
WKR-10660,Operator 353,Q-04,C,picking,102,2,0.4,2026-06-25T01:35:52+00:00
WKR-10661,Operator 516,Q-04,B,quality,65,1,1.0,2026-07-12T12:44:52+00:00
WKR-10662,Operator 352,JIS-07,C,quality,59,3,1.0,2026-05-23T17:06:52+00:00
WKR-10663,Operator 357,JIS-07,A,picking,80,4,0.8,2026-05-23T02:32:52+00:00
WKR-10664,Operator 006,B-07,B,packing,93,1,0.2,2026-06-28T17:37:52+00:00
WKR-10665,Operator 620,HZ-02,B,picking,85,4,1.1,2026-05-27T06:52:52+00:00
WKR-10666,Operator 826,HZ-02,C,quality,42,2,1.0,2026-07-02T13:21:52+00:00
WKR-10667,Operator 349,Q-04,B,replenishment,68,3,0.0,2026-06-21T20:13:52+00:00
WKR-10668,Operator 486,A-12,A,replenishment,61,2,0.8,2026-07-03T02:44:52+00:00
WKR-10669,Operator 519,Q-04,C,picking,78,4,0.5,2026-05-22T12:21:52+00:00
WKR-10670,Operator 595,A-12,B,quality,39,2,0.4,2026-07-01T11:47:52+00:00
WKR-10671,Operator 276,B-07,C,picking,94,0,0.5,2026-05-25T10:48:52+00:00
WKR-10672,Operator 232,HZ-02,B,picking,94,0,1.1,2026-07-05T12:33:52+00:00
WKR-10673,Operator 331,A-12,A,quality,56,1,0.3,2026-07-18T13:02:52+00:00
WKR-10674,Operator 842,HZ-02,C,picking,93,4,0,2026-07-05T17:57:52+00:00
WKR-10675,Operator 377,Q-04,C,picking,93,0,0.1,2026-07-13T04:04:52+00:00
WKR-10676,Operator 515,JIS-07,B,quality,43,4,0.5,2026-06-23T01:41:52+00:00
WKR-10677,Operator 191,B-07,B,quality,50,4,0.5,2026-06-26T03:46:52+00:00
WKR-10678,Operator 475,JIS-07,C,quality,47,0,0,2026-07-02T00:56:52+00:00
WKR-10679,Operator 811,A-12,C,quality,45,4,0.2,2026-06-15T22:11:52+00:00
WKR-10680,Operator 124,JIS-07,C,packing,90,4,1.1,2026-05-28T22:25:52+00:00
WKR-10681,Operator 533,HZ-02,A,quality,71,3,0.8,2026-07-03T16:29:52+00:00
WKR-10682,Operator 405,B-07,A,picking,96,2,0.8,2026-07-07T20:43:52+00:00
WKR-10683,Operator 078,A-12,C,packing,87,3,0.5,2026-06-07T21:57:52+00:00
WKR-10684,Operator 166,HZ-02,B,replenishment,67,1,0.6,2026-07-16T13:25:52+00:00
WKR-10685,Operator 729,Q-04,A,packing,69,2,0.4,2026-07-12T03:15:52+00:00
WKR-10686,Operator 482,A-12,C,packing,79,3,0.2,2026-06-30T16:38:52+00:00
WKR-10687,Operator 078,JIS-07,C,quality,48,4,0.8,2026-06-17T21:21:52+00:00
WKR-10688,Operator 092,JIS-07,C,packing,76,1,1.2,2026-06-10T00:44:52+00:00
WKR-10689,Operator 720,JIS-07,B,packing,78,4,0.8,2026-07-09T01:39:52+00:00
WKR-10690,Operator 112,B-07,A,picking,101,4,0.3,2026-07-18T19:24:52+00:00
WKR-10691,Operator 063,Q-04,B,replenishment,49,3,1.2,2026-05-29T08:42:52+00:00
WKR-10692,Operator 278,JIS-07,A,packing,67,3,0.5,2026-07-06T09:20:52+00:00
WKR-10693,Operator 527,JIS-07,B,replenishment,66,3,1.1,2026-07-11T01:23:52+00:00
WKR-10694,Operator 450,Q-04,C,replenishment,70,3,1.0,2026-06-01T22:18:52+00:00
WKR-10695,Operator 159,JIS-07,B,packing,84,1,0.9,2026-07-01T05:16:52+00:00
WKR-10696,Operator 203,HZ-02,C,quality,69,4,0.2,2026-07-15T10:48:52+00:00
WKR-10697,Operator 623,JIS-07,A,picking,105,4,0.6,2026-06-16T04:39:52+00:00
WKR-10698,Operator 767,A-12,A,packing,64,2,0.1,2026-07-13T04:56:52+00:00
WKR-10699,Operator 596,JIS-07,C,packing,80,1,0.8,2026-06-28T04:37:52+00:00
WKR-10700,Operator 368,JIS-07,A,packing,86,2,0.7,2026-06-03T11:07:52+00:00
WKR-10701,Operator 543,JIS-07,A,packing,84,3,0,2026-06-04T08:05:52+00:00
WKR-10702,Operator 146,B-07,B,replenishment,76,4,0.7,2026-07-08T06:01:52+00:00
WKR-10703,Operator 307,Q-04,C,picking,103,4,0,2026-07-15T19:49:52+00:00
WKR-10704,Operator 525,Q-04,B,replenishment,59,2,1.1,2026-06-20T21:55:52+00:00
WKR-10705,Operator 475,Q-04,C,picking,91,1,0.0,2026-07-10T16:45:52+00:00
WKR-10706,Operator 553,JIS-07,A,quality,31,4,0.6,2026-07-06T08:12:52+00:00
WKR-10707,Operator 769,HZ-02,C,picking,95,1,0.8,2026-06-23T11:19:52+00:00
WKR-10708,Operator 551,JIS-07,C,quality,51,2,1.1,2026-06-23T22:15:52+00:00
WKR-10709,Operator 752,B-07,C,picking,82,3,1.4,2026-06-06T17:48:52+00:00
WKR-10710,Operator 591,HZ-02,A,quality,52,1,0.7,2026-05-30T16:03:52+00:00
WKR-10711,Operator 572,HZ-02,C,replenishment,85,0,0.8,2026-07-18T08:57:52+00:00
WKR-10712,Operator 572,Q-04,C,replenishment,68,0,0,2026-07-19T04:21:52+00:00
WKR-10713,Operator 832,JIS-07,A,picking,95,3,0.6,2026-07-07T22:35:52+00:00
WKR-10714,Operator 746,JIS-07,A,quality,55,3,0.7,2026-06-11T23:44:52+00:00
WKR-10715,Operator 650,JIS-07,B,packing,76,0,0.5,2026-06-26T10:23:52+00:00
WKR-10716,Operator 604,HZ-02,B,picking,104,2,0.4,2026-06-10T19:01:52+00:00
WKR-10717,Operator 003,A-12,C,replenishment,48,3,0,2026-05-24T09:45:52+00:00
WKR-10718,Operator 506,Q-04,B,picking,103,4,0.4,2026-07-06T01:55:52+00:00
WKR-10719,Operator 469,B-07,C,quality,57,1,0.6,2026-06-27T21:02:52+00:00
WKR-10720,Operator 085,Q-04,A,quality,57,4,0.6,2026-07-10T03:29:52+00:00
WKR-10721,Operator 543,Q-04,A,replenishment,72,1,0.9,2026-07-03T03:54:52+00:00
WKR-10722,Operator 639,B-07,B,quality,60,1,1.0,2026-06-14T12:54:52+00:00
WKR-10723,Operator 059,JIS-07,C,replenishment,83,0,0.0,2026-06-20T00:05:52+00:00
WKR-10724,Operator 833,B-07,A,picking,84,3,0.4,2026-07-11T18:54:52+00:00
WKR-10725,Operator 243,Q-04,C,packing,73,2,1.2,2026-06-13T22:21:52+00:00
WKR-10726,Operator 599,Q-04,C,quality,38,0,0,2026-06-05T19:12:52+00:00
WKR-10727,Operator 769,B-07,A,picking,118,2,1.5,2026-07-06T05:17:52+00:00
WKR-10728,Operator 591,HZ-02,A,replenishment,90,4,0.1,2026-06-26T14:58:52+00:00
WKR-10729,Operator 710,A-12,B,replenishment,66,1,1.0,2026-07-19T04:36:52+00:00
WKR-10730,Operator 053,A-12,A,packing,76,2,0.8,2026-07-12T07:58:52+00:00
WKR-10731,Operator 643,Q-04,A,packing,74,0,0.0,2026-06-01T14:34:52+00:00
WKR-10732,Operator 653,B-07,C,picking,93,3,0.0,2026-07-15T00:33:52+00:00
WKR-10733,Operator 662,A-12,A,picking,105,4,0.2,2026-07-05T02:27:52+00:00
WKR-10734,Operator 438,HZ-02,A,quality,51,2,0.3,2026-06-13T17:22:52+00:00
WKR-10735,Operator 013,B-07,B,replenishment,68,1,0.5,2026-05-28T21:23:52+00:00
WKR-10736,Operator 709,JIS-07,B,quality,47,0,0.6,2026-06-29T09:31:52+00:00
WKR-10737,Operator 813,JIS-07,B,replenishment,64,4,0.8,2026-07-01T21:17:52+00:00
WKR-10738,Operator 743,JIS-07,C,quality,30,1,1.0,2026-07-15T18:35:52+00:00
WKR-10739,Operator 700,JIS-07,A,picking,115,0,0.6,2026-07-01T03:19:52+00:00
WKR-10740,Operator 517,HZ-02,C,replenishment,58,3,1.5,2026-07-11T00:37:52+00:00
WKR-10741,Operator 644,A-12,A,replenishment,79,4,0.2,2026-07-19T00:19:52+00:00
WKR-10742,Operator 153,A-12,A,packing,61,2,1.2,2026-06-18T19:35:52+00:00
WKR-10743,Operator 311,Q-04,C,packing,78,0,0.6,2026-06-19T18:11:52+00:00
WKR-10744,Operator 488,A-12,B,replenishment,75,3,0.1,2026-06-19T15:16:52+00:00
WKR-10745,Operator 314,HZ-02,C,picking,105,1,0.5,2026-06-22T16:14:52+00:00
WKR-10746,Operator 341,A-12,C,packing,77,1,1.3,2026-06-06T18:37:52+00:00
WKR-10747,Operator 471,A-12,A,picking,101,0,0.3,2026-06-30T19:47:52+00:00
WKR-10748,Operator 527,B-07,B,replenishment,87,0,0.8,2026-05-21T18:01:52+00:00
WKR-10749,Operator 553,B-07,C,packing,71,2,0.5,2026-05-24T14:39:52+00:00
WKR-10750,Operator 380,HZ-02,B,replenishment,67,4,0.8,2026-07-06T17:44:52+00:00
WKR-10751,Operator 673,Q-04,C,packing,67,0,1.1,2026-06-17T05:23:52+00:00
WKR-10752,Operator 189,HZ-02,C,packing,59,3,0,2026-06-21T05:12:52+00:00
WKR-10753,Operator 727,A-12,A,quality,45,0,0.2,2026-05-31T11:15:52+00:00
WKR-10754,Operator 090,B-07,B,quality,52,0,0.3,2026-06-08T20:27:52+00:00
WKR-10755,Operator 740,Q-04,B,replenishment,76,4,0,2026-07-03T23:34:52+00:00
WKR-10756,Operator 013,JIS-07,A,packing,66,0,0.8,2026-06-23T02:51:52+00:00
WKR-10757,Operator 530,HZ-02,C,picking,109,3,1.6,2026-06-10T00:44:52+00:00
WKR-10758,Operator 362,B-07,C,replenishment,55,4,0.4,2026-06-21T16:22:52+00:00
WKR-10759,Operator 060,HZ-02,C,replenishment,72,0,0.5,2026-07-08T21:20:52+00:00
WKR-10760,Operator 638,A-12,C,quality,53,4,0,2026-06-20T21:25:52+00:00
WKR-10761,Operator 402,A-12,A,replenishment,71,1,1.6,2026-06-25T19:49:52+00:00
WKR-10762,Operator 822,A-12,A,quality,44,0,0.9,2026-06-05T13:29:52+00:00
WKR-10763,Operator 565,Q-04,B,quality,35,1,0.5,2026-05-25T21:35:52+00:00
WKR-10764,Operator 158,A-12,A,picking,103,4,0.6,2026-07-11T07:06:52+00:00
WKR-10765,Operator 742,HZ-02,A,packing,73,0,0.9,2026-06-28T01:02:52+00:00
WKR-10766,Operator 538,A-12,B,quality,42,2,0.6,2026-05-31T22:36:52+00:00
WKR-10767,Operator 282,Q-04,B,replenishment,67,4,0.8,2026-05-31T02:03:52+00:00
WKR-10768,Operator 072,B-07,C,quality,35,2,0.8,2026-06-10T10:02:52+00:00
WKR-10769,Operator 814,JIS-07,C,picking,105,4,0.1,2026-06-01T16:29:52+00:00
WKR-10770,Operator 048,Q-04,A,picking,91,2,1.0,2026-07-18T13:29:52+00:00
WKR-10771,Operator 645,JIS-07,A,packing,75,0,1.2,2026-07-14T22:18:52+00:00
WKR-10772,Operator 112,JIS-07,B,picking,94,3,1.1,2026-07-14T09:16:52+00:00
WKR-10773,Operator 404,Q-04,A,packing,70,0,0.2,2026-05-25T03:47:52+00:00
WKR-10774,Operator 612,Q-04,B,picking,85,4,0.2,2026-07-04T17:06:52+00:00
WKR-10775,Operator 125,HZ-02,A,picking,104,0,0.1,2026-07-08T02:13:52+00:00
WKR-10776,Operator 438,B-07,B,picking,87,1,0.5,2026-07-19T18:38:52+00:00
WKR-10777,Operator 204,HZ-02,A,quality,49,1,0.4,2026-05-26T03:35:52+00:00
WKR-10778,Operator 179,B-07,A,replenishment,75,4,0.5,2026-06-13T23:30:52+00:00
WKR-10779,Operator 324,B-07,A,packing,87,0,1.3,2026-05-23T06:05:52+00:00
WKR-10780,Operator 329,JIS-07,C,packing,61,1,0.8,2026-06-20T19:45:52+00:00
WKR-10781,Operator 689,JIS-07,B,replenishment,62,1,1.1,2026-05-26T20:58:52+00:00
WKR-10782,Operator 601,JIS-07,C,quality,55,3,0.2,2026-06-03T00:36:52+00:00
WKR-10783,Operator 157,HZ-02,B,quality,67,3,0.5,2026-06-09T06:33:52+00:00
WKR-10784,Operator 427,Q-04,A,packing,71,3,0,2026-05-31T02:34:52+00:00
WKR-10785,Operator 100,B-07,A,quality,64,3,0.2,2026-06-21T19:31:52+00:00
WKR-10786,Operator 477,A-12,C,replenishment,56,1,0.4,2026-07-15T21:48:52+00:00
WKR-10787,Operator 150,Q-04,A,quality,37,0,0.4,2026-06-10T13:57:52+00:00
WKR-10788,Operator 761,Q-04,B,quality,65,1,0.4,2026-06-07T09:18:52+00:00
WKR-10789,Operator 117,A-12,C,picking,107,3,0.1,2026-06-11T23:07:52+00:00
WKR-10790,Operator 252,A-12,B,packing,85,1,0.7,2026-06-04T15:52:52+00:00
WKR-10791,Operator 220,JIS-07,B,packing,58,2,0.6,2026-07-15T06:08:52+00:00
WKR-10792,Operator 061,B-07,A,replenishment,86,0,0.7,2026-06-06T10:11:52+00:00
WKR-10793,Operator 834,Q-04,C,quality,35,2,1.1,2026-07-19T17:40:52+00:00
WKR-10794,Operator 109,Q-04,A,quality,55,4,0,2026-06-30T13:39:52+00:00
WKR-10795,Operator 806,JIS-07,C,quality,46,1,0.6,2026-06-09T23:36:52+00:00
WKR-10796,Operator 132,Q-04,B,quality,59,4,0.1,2026-05-26T11:27:52+00:00
WKR-10797,Operator 386,Q-04,B,replenishment,81,1,0.4,2026-07-05T21:05:52+00:00
WKR-10798,Operator 403,JIS-07,C,quality,43,3,0,2026-05-24T23:17:52+00:00
WKR-10799,Operator 001,A-12,A,packing,92,1,0.2,2026-06-28T07:55:52+00:00
WKR-10800,Operator 230,JIS-07,C,picking,95,1,0.7,2026-06-18T22:36:52+00:00
WKR-10801,Operator 451,B-07,C,quality,52,0,0.5,2026-06-12T05:36:52+00:00
WKR-10802,Operator 455,HZ-02,A,picking,109,3,0.2,2026-07-10T20:18:52+00:00
WKR-10803,Operator 607,JIS-07,A,replenishment,61,4,0,2026-05-30T13:56:52+00:00
WKR-10804,Operator 037,A-12,B,picking,86,0,0.5,2026-07-07T01:20:52+00:00
WKR-10805,Operator 146,JIS-07,A,picking,93,2,0.6,2026-05-27T04:00:52+00:00
WKR-10806,Operator 217,HZ-02,B,picking,96,1,0.3,2026-05-26T16:22:52+00:00
WKR-10807,Operator 480,HZ-02,B,quality,18,4,1.0,2026-06-13T23:26:52+00:00
WKR-10808,Operator 749,B-07,B,quality,56,2,0.4,2026-05-27T20:25:52+00:00
WKR-10809,Operator 506,JIS-07,A,picking,89,2,0.6,2026-07-04T05:21:52+00:00
WKR-10810,Operator 202,JIS-07,B,packing,80,0,0.4,2026-05-25T03:29:52+00:00
WKR-10811,Operator 043,B-07,A,picking,100,4,0.3,2026-06-25T04:12:52+00:00
WKR-10812,Operator 281,Q-04,B,replenishment,55,3,0.7,2026-06-14T02:26:52+00:00
WKR-10813,Operator 565,A-12,B,replenishment,80,1,0.7,2026-07-17T12:39:52+00:00
WKR-10814,Operator 635,B-07,A,replenishment,52,2,1.0,2026-07-10T15:23:52+00:00
WKR-10815,Operator 033,JIS-07,A,packing,85,3,0.5,2026-05-25T15:44:52+00:00
WKR-10816,Operator 525,JIS-07,A,packing,85,3,0.2,2026-06-03T00:30:52+00:00
WKR-10817,Operator 722,B-07,B,picking,100,4,0.9,2026-05-22T02:04:52+00:00
WKR-10818,Operator 445,A-12,A,replenishment,69,0,0.9,2026-05-31T18:41:52+00:00
WKR-10819,Operator 226,B-07,A,replenishment,49,3,0.3,2026-06-08T08:20:52+00:00
WKR-10820,Operator 480,A-12,B,quality,47,1,0.2,2026-05-27T10:29:52+00:00
WKR-10821,Operator 215,JIS-07,C,picking,103,2,1.1,2026-07-11T13:48:52+00:00
WKR-10822,Operator 294,Q-04,A,quality,51,3,0.5,2026-07-03T15:53:52+00:00
WKR-10823,Operator 249,Q-04,A,picking,104,1,0.5,2026-07-04T22:32:52+00:00
WKR-10824,Operator 629,A-12,C,replenishment,65,3,0.5,2026-06-21T08:48:52+00:00
WKR-10825,Operator 390,JIS-07,B,quality,64,1,1.1,2026-07-15T18:13:52+00:00
WKR-10826,Operator 668,B-07,B,packing,60,2,0.1,2026-07-19T14:04:52+00:00
WKR-10827,Operator 389,JIS-07,A,picking,98,4,1.3,2026-07-13T08:52:52+00:00
WKR-10828,Operator 028,Q-04,A,picking,96,1,0.4,2026-05-23T11:28:52+00:00
WKR-10829,Operator 332,A-12,B,picking,81,0,0.1,2026-06-14T03:03:52+00:00
WKR-10830,Operator 397,A-12,A,picking,89,4,0.9,2026-06-16T15:35:52+00:00
WKR-10831,Operator 298,JIS-07,C,picking,103,2,0,2026-06-16T20:36:52+00:00
WKR-10832,Operator 395,Q-04,A,replenishment,70,4,0.9,2026-07-14T03:25:52+00:00
WKR-10833,Operator 538,HZ-02,B,packing,89,4,1.1,2026-07-15T02:16:52+00:00
WKR-10834,Operator 289,JIS-07,C,packing,76,4,0.3,2026-06-08T03:38:52+00:00
WKR-10835,Operator 316,B-07,C,picking,105,0,0.3,2026-06-01T17:34:52+00:00
WKR-10836,Operator 586,B-07,A,picking,91,2,0.7,2026-05-28T06:32:52+00:00
WKR-10837,Operator 659,Q-04,B,picking,109,0,1.4,2026-06-25T08:59:52+00:00
WKR-10838,Operator 252,Q-04,A,replenishment,58,1,0.5,2026-06-01T05:17:52+00:00
WKR-10839,Operator 309,A-12,A,packing,81,4,0.8,2026-05-29T03:45:52+00:00
WKR-10840,Operator 423,Q-04,A,packing,80,2,0.9,2026-06-04T05:32:52+00:00
WKR-10841,Operator 417,B-07,B,packing,80,0,1.6,2026-07-06T20:59:52+00:00
WKR-10842,Operator 738,Q-04,B,picking,103,2,0.8,2026-06-07T23:51:52+00:00
WKR-10843,Operator 428,HZ-02,B,packing,87,3,1.8,2026-07-02T18:03:52+00:00
WKR-10844,Operator 407,HZ-02,C,quality,56,1,0.0,2026-06-08T10:50:52+00:00
WKR-10845,Operator 837,JIS-07,A,packing,76,1,1.0,2026-06-26T05:12:52+00:00
WKR-10846,Operator 022,JIS-07,C,picking,87,2,1.3,2026-05-28T13:20:52+00:00
WKR-10847,Operator 373,HZ-02,C,packing,79,1,1.2,2026-05-30T11:35:52+00:00
WKR-10848,Operator 147,Q-04,A,quality,55,3,0.8,2026-05-29T00:19:52+00:00
WKR-10849,Operator 823,B-07,A,packing,73,2,0.7,2026-07-02T18:01:52+00:00
WKR-10850,Operator 547,Q-04,C,packing,76,3,1.0,2026-07-16T03:18:52+00:00
WKR-10851,Operator 310,JIS-07,B,picking,117,3,0.4,2026-05-26T08:32:52+00:00
WKR-10852,Operator 798,B-07,A,picking,83,1,0.7,2026-06-03T22:40:52+00:00
WKR-10853,Operator 080,B-07,A,picking,89,0,0.4,2026-05-31T20:13:52+00:00
WKR-10854,Operator 141,JIS-07,C,packing,54,3,0.5,2026-06-17T23:42:52+00:00
WKR-10855,Operator 227,JIS-07,C,quality,58,0,0.9,2026-06-23T10:46:52+00:00
WKR-10856,Operator 047,JIS-07,B,replenishment,66,0,0.5,2026-07-19T09:56:52+00:00
WKR-10857,Operator 079,B-07,C,picking,85,4,0.2,2026-07-13T09:06:52+00:00
WKR-10858,Operator 662,JIS-07,C,picking,101,2,0,2026-05-28T04:09:52+00:00
WKR-10859,Operator 722,Q-04,C,quality,51,3,1.0,2026-06-30T01:41:52+00:00
WKR-10860,Operator 124,JIS-07,A,replenishment,59,0,0.2,2026-07-18T05:12:52+00:00
WKR-10861,Operator 334,A-12,B,replenishment,53,3,0,2026-05-25T14:24:52+00:00
WKR-10862,Operator 347,B-07,A,packing,85,2,0.2,2026-06-02T13:21:52+00:00
WKR-10863,Operator 171,A-12,B,replenishment,65,1,0.6,2026-05-22T23:05:52+00:00
WKR-10864,Operator 506,JIS-07,C,packing,89,1,0,2026-05-24T00:07:52+00:00
WKR-10865,Operator 843,A-12,A,packing,82,3,1.0,2026-06-13T08:10:52+00:00
WKR-10866,Operator 819,JIS-07,A,packing,62,1,1.0,2026-07-04T11:37:52+00:00
WKR-10867,Operator 425,HZ-02,A,picking,99,0,1.0,2026-06-23T16:20:52+00:00
WKR-10868,Operator 445,JIS-07,B,replenishment,63,3,0,2026-07-14T02:14:52+00:00
WKR-10869,Operator 778,A-12,C,packing,72,3,0.4,2026-05-27T12:50:52+00:00
WKR-10870,Operator 176,A-12,C,replenishment,78,1,0.7,2026-06-12T14:50:52+00:00
WKR-10871,Operator 203,B-07,C,replenishment,69,2,1.7,2026-07-03T16:57:52+00:00
WKR-10872,Operator 557,HZ-02,B,packing,77,4,0.1,2026-07-06T08:05:52+00:00
WKR-10873,Operator 700,B-07,C,packing,69,2,1.0,2026-05-22T05:41:52+00:00
WKR-10874,Operator 261,JIS-07,A,picking,86,0,1.2,2026-06-05T00:17:52+00:00
WKR-10875,Operator 264,B-07,B,packing,62,2,0.8,2026-07-16T20:02:52+00:00
WKR-10876,Operator 371,JIS-07,C,quality,38,0,1.1,2026-05-23T17:22:52+00:00
WKR-10877,Operator 786,JIS-07,A,packing,67,1,0.6,2026-05-23T00:48:52+00:00
WKR-10878,Operator 511,HZ-02,B,packing,87,1,0.7,2026-07-03T19:43:52+00:00
WKR-10879,Operator 814,Q-04,C,packing,77,0,0,2026-07-06T07:05:52+00:00
WKR-10880,Operator 145,JIS-07,B,replenishment,77,3,0,2026-07-17T07:42:52+00:00
WKR-10881,Operator 384,JIS-07,A,picking,92,3,0.9,2026-06-06T11:14:52+00:00
WKR-10882,Operator 167,Q-04,C,replenishment,52,4,0.3,2026-05-26T17:18:52+00:00
WKR-10883,Operator 802,HZ-02,A,replenishment,67,1,1.3,2026-06-20T14:02:52+00:00
WKR-10884,Operator 604,B-07,B,replenishment,55,1,1.0,2026-07-15T14:48:52+00:00
WKR-10885,Operator 267,A-12,C,picking,85,0,1.0,2026-05-28T16:38:52+00:00
WKR-10886,Operator 725,A-12,C,picking,114,3,0,2026-06-10T11:34:52+00:00
WKR-10887,Operator 667,Q-04,B,replenishment,52,2,0.6,2026-05-24T01:31:52+00:00
WKR-10888,Operator 048,Q-04,A,picking,94,0,0.9,2026-05-21T06:07:52+00:00
WKR-10889,Operator 611,Q-04,A,replenishment,73,3,0.3,2026-07-10T10:59:52+00:00
WKR-10890,Operator 393,Q-04,B,picking,96,1,1.3,2026-07-18T01:43:52+00:00
WKR-10891,Operator 044,B-07,B,picking,93,0,0.4,2026-07-09T18:37:52+00:00
WKR-10892,Operator 480,A-12,B,picking,75,3,0,2026-07-17T16:10:52+00:00
WKR-10893,Operator 723,A-12,B,packing,64,1,0.7,2026-07-19T20:25:52+00:00
WKR-10894,Operator 492,JIS-07,B,picking,95,1,0.4,2026-07-03T05:46:52+00:00
WKR-10895,Operator 006,HZ-02,A,replenishment,77,1,0.3,2026-07-03T09:22:52+00:00
WKR-10896,Operator 754,HZ-02,A,quality,39,3,0.5,2026-07-17T22:11:52+00:00
WKR-10897,Operator 387,JIS-07,B,quality,54,2,0.2,2026-07-06T21:17:52+00:00
WKR-10898,Operator 208,A-12,B,quality,52,2,0.0,2026-06-04T23:51:52+00:00
WKR-10899,Operator 470,JIS-07,B,quality,59,4,0.7,2026-07-10T18:17:52+00:00
WKR-10900,Operator 702,B-07,B,replenishment,68,0,0.8,2026-05-24T11:03:52+00:00
WKR-10901,Operator 163,JIS-07,C,quality,39,3,0.5,2026-06-25T11:51:52+00:00
WKR-10902,Operator 116,Q-04,B,quality,58,0,0,2026-06-09T15:20:52+00:00
WKR-10903,Operator 686,A-12,B,replenishment,58,3,0.3,2026-06-04T23:15:52+00:00
WKR-10904,Operator 845,B-07,B,packing,55,3,1.1,2026-05-31T08:37:52+00:00
WKR-10905,Operator 540,Q-04,A,packing,76,2,0,2026-05-24T04:55:52+00:00
WKR-10906,Operator 765,A-12,A,quality,60,1,0.8,2026-07-08T17:35:52+00:00
WKR-10907,Operator 235,B-07,C,picking,92,4,0.4,2026-06-22T15:29:52+00:00
WKR-10908,Operator 518,B-07,B,packing,78,3,0.3,2026-05-27T19:15:52+00:00
WKR-10909,Operator 603,JIS-07,C,packing,85,3,0.2,2026-05-31T22:12:52+00:00
WKR-10910,Operator 348,HZ-02,C,quality,55,2,0.2,2026-06-26T10:56:52+00:00
WKR-10911,Operator 709,A-12,A,replenishment,70,1,1.6,2026-07-16T19:11:52+00:00
WKR-10912,Operator 653,A-12,B,replenishment,66,0,0.4,2026-07-13T08:09:52+00:00
WKR-10913,Operator 535,Q-04,C,quality,66,0,0.2,2026-06-21T07:10:52+00:00
WKR-10914,Operator 036,JIS-07,C,replenishment,86,2,0.5,2026-05-23T21:41:52+00:00
WKR-10915,Operator 142,A-12,C,packing,86,3,0.8,2026-05-22T06:14:52+00:00
WKR-10916,Operator 792,HZ-02,C,packing,86,4,0.2,2026-06-16T12:27:52+00:00
WKR-10917,Operator 254,JIS-07,A,packing,77,4,1.8,2026-06-10T00:11:52+00:00
WKR-10918,Operator 102,HZ-02,B,replenishment,77,4,0.9,2026-06-04T21:18:52+00:00
WKR-10919,Operator 354,B-07,A,quality,39,3,0.8,2026-07-15T08:30:52+00:00
WKR-10920,Operator 070,JIS-07,A,picking,106,2,0,2026-06-22T16:53:52+00:00
WKR-10921,Operator 108,JIS-07,B,replenishment,80,1,1.0,2026-05-21T08:04:52+00:00
WKR-10922,Operator 529,B-07,A,replenishment,67,0,1.0,2026-06-28T08:26:52+00:00
WKR-10923,Operator 360,B-07,A,packing,90,0,0.2,2026-07-04T12:52:52+00:00
WKR-10924,Operator 291,HZ-02,B,packing,69,1,0,2026-05-22T02:05:52+00:00
WKR-10925,Operator 616,JIS-07,B,replenishment,75,1,1.6,2026-06-22T04:16:52+00:00
WKR-10926,Operator 840,HZ-02,C,quality,59,4,0.7,2026-06-02T16:38:52+00:00
WKR-10927,Operator 005,JIS-07,B,packing,90,4,0.7,2026-06-08T20:57:52+00:00
WKR-10928,Operator 057,JIS-07,A,picking,96,4,0.6,2026-06-14T10:07:52+00:00
WKR-10929,Operator 059,A-12,A,quality,56,2,0.0,2026-06-13T18:24:52+00:00
