id,customer,sku,ordered_qty,picked_qty,shipped_qty,promised_at,warehouse,pick_status,priority
ORD-006272,Plant-14,FL-9119-4481,67,19,0,2026-07-24T12:00:52+00:00,WH-02,completed,3
ORD-006273,Plant-10,PO-2399-1040,146,130,0,2026-07-25T16:00:52+00:00,WH-02,pending,1
ORD-006274,Plant-45,FL-5988-1660,148,43,0,2026-07-23T17:00:52+00:00,WH-02,pending,7
ORD-006275,Plant-36,EL-5926-1606,125,118,0,2026-07-24T00:00:52+00:00,WH-02,in_progress,2
ORD-006276,Plant-25,PO-1304-2670,9,1,0,2026-07-22T06:00:52+00:00,WH-01,completed,5
ORD-006277,Plant-23,IN-2704-3397,16,13,0,2026-07-24T02:00:52+00:00,WH-01,completed,6
ORD-006278,Plant-21,IN-1703-3958,37,20,0,2026-07-21T05:00:52+00:00,WH-02,in_progress,9
ORD-006279,Plant-03,IN-8673-1116,76,69,0,2026-07-20T06:00:52+00:00,WH-01,pending,10
ORD-006280,Plant-08,CH-9590-760,134,77,0,2026-07-23T23:00:52+00:00,WH-01,pending,2
ORD-006281,Plant-43,CH-1344-1416,134,87,0,2026-07-24T20:00:52+00:00,WH-02,in_progress,4
ORD-006282,Plant-41,CH-2648-2715,10,1,0,2026-07-26T15:00:52+00:00,WH-02,pending,4
ORD-006283,Plant-29,EL-1963-2916,131,56,0,2026-07-24T06:00:52+00:00,WH-01,pending,7
ORD-006284,Plant-18,CH-6163-2808,23,7,0,2026-07-24T22:00:52+00:00,WH-02,in_progress,4
ORD-006285,Plant-32,CH-8237-3112,34,14,0,2026-07-20T05:00:52+00:00,WH-01,pending,1
ORD-006286,Plant-01,IN-8282-1459,22,22,0,2026-07-26T14:00:52+00:00,WH-01,in_progress,6
ORD-006287,Plant-32,EL-4190-1824,78,17,0,2026-07-26T06:00:52+00:00,WH-02,in_progress,4
ORD-006288,Plant-20,CH-7144-1316,141,114,0,2026-07-26T10:00:52+00:00,WH-02,completed,1
ORD-006289,Plant-46,CH-1063-1983,27,24,0,2026-07-24T13:00:52+00:00,WH-01,in_progress,5
ORD-006290,Plant-40,CH-4932-3571,48,34,0,2026-07-25T15:00:52+00:00,WH-02,pending,7
ORD-006291,Plant-05,EL-6249-3493,136,5,0,2026-07-24T23:00:52+00:00,WH-02,pending,8
ORD-006292,Plant-21,FL-9989-2298,49,4,0,2026-07-23T00:00:52+00:00,WH-02,completed,3
ORD-006293,Plant-20,PO-8723-3183,133,88,0,2026-07-20T17:00:52+00:00,WH-01,completed,10
ORD-006294,Plant-12,IN-4452-4319,33,25,0,2026-07-22T12:00:52+00:00,WH-01,completed,4
ORD-006295,Plant-43,FL-7295-3902,52,44,0,2026-07-26T08:00:52+00:00,WH-02,in_progress,9
ORD-006296,Plant-06,IN-1030-4773,60,7,0,2026-07-22T16:00:52+00:00,WH-01,in_progress,8
ORD-006297,Plant-16,CH-2635-1451,113,94,0,2026-07-21T10:00:52+00:00,WH-02,completed,6
ORD-006298,Plant-40,PO-3268-820,106,49,0,2026-07-21T16:00:52+00:00,WH-01,in_progress,1
ORD-006299,Plant-20,CH-2364-1757,108,42,0,2026-07-22T12:00:52+00:00,WH-02,in_progress,1
ORD-006300,Plant-24,EL-1215-4798,80,36,0,2026-07-24T16:00:52+00:00,WH-02,completed,2
ORD-006301,Plant-20,PO-8719-4390,132,13,0,2026-07-23T14:00:52+00:00,WH-01,pending,2
ORD-006302,Plant-37,EL-5692-3003,7,1,0,2026-07-21T12:00:52+00:00,WH-01,pending,5
ORD-006303,Plant-24,EL-4125-4309,20,0,0,2026-07-25T14:00:52+00:00,WH-02,pending,7
ORD-006304,Plant-48,FL-2289-4126,105,61,0,2026-07-23T23:00:52+00:00,WH-01,completed,6
ORD-006305,Plant-27,IN-1357-3308,137,12,0,2026-07-22T02:00:52+00:00,WH-01,completed,4
ORD-006306,Plant-41,CH-4562-2069,101,79,0,2026-07-24T18:00:52+00:00,WH-01,pending,7
ORD-006307,Plant-42,CH-6981-3597,32,13,0,2026-07-24T03:00:52+00:00,WH-01,pending,3
ORD-006308,Plant-42,CH-1931-1221,50,14,0,2026-07-22T18:00:52+00:00,WH-01,pending,1
ORD-006309,Plant-35,CH-1976-2334,46,37,0,2026-07-22T01:00:52+00:00,WH-01,pending,3
ORD-006310,Plant-03,EL-5279-3476,45,30,0,2026-07-23T07:00:52+00:00,WH-02,in_progress,6
ORD-006311,Plant-31,EL-5130-4586,23,4,0,2026-07-20T17:00:52+00:00,WH-02,completed,8
ORD-006312,Plant-18,PO-5342-2160,24,22,0,2026-07-23T06:00:52+00:00,WH-02,in_progress,4
ORD-006313,Plant-38,FL-3112-825,90,41,0,2026-07-22T14:00:52+00:00,WH-02,completed,10
ORD-006314,Plant-20,CH-2592-821,82,38,0,2026-07-25T08:00:52+00:00,WH-02,pending,10
ORD-006315,Plant-06,EL-5924-3629,145,41,0,2026-07-19T21:00:52+00:00,WH-02,completed,2
ORD-006316,Plant-29,PO-5845-4864,70,51,0,2026-07-25T03:00:52+00:00,WH-02,completed,4
ORD-006317,Plant-26,CH-7806-3073,42,23,0,2026-07-21T19:00:52+00:00,WH-02,completed,10
ORD-006318,Plant-48,IN-1772-3938,125,125,0,2026-07-22T00:00:52+00:00,WH-02,completed,1
ORD-006319,Plant-10,FL-2806-842,16,13,0,2026-07-26T02:00:52+00:00,WH-02,pending,4
ORD-006320,Plant-47,CH-4413-1935,5,3,0,2026-07-20T16:00:52+00:00,WH-02,in_progress,4
ORD-006321,Plant-03,PO-6110-752,107,14,0,2026-07-24T11:00:52+00:00,WH-02,completed,8
ORD-006322,Plant-03,FL-2928-1238,17,12,0,2026-07-26T15:00:52+00:00,WH-01,completed,1
ORD-006323,Plant-45,EL-6245-3787,22,3,0,2026-07-26T07:00:52+00:00,WH-02,pending,7
ORD-006324,Plant-19,EL-8104-838,30,24,0,2026-07-25T02:00:52+00:00,WH-01,completed,7
ORD-006325,Plant-22,PO-3998-2443,71,49,0,2026-07-21T14:00:52+00:00,WH-02,in_progress,3
ORD-006326,Plant-13,CH-2644-287,50,5,0,2026-07-20T18:00:52+00:00,WH-02,pending,2
ORD-006327,Plant-33,PO-4648-477,73,8,0,2026-07-25T02:00:52+00:00,WH-02,pending,3
ORD-006328,Plant-18,CH-7862-1351,19,3,0,2026-07-24T02:00:52+00:00,WH-02,in_progress,10
ORD-006329,Plant-33,EL-8762-365,46,17,0,2026-07-20T10:00:52+00:00,WH-01,in_progress,8
ORD-006330,Plant-46,FL-2279-3350,40,13,0,2026-07-24T07:00:52+00:00,WH-02,in_progress,4
ORD-006331,Plant-17,PO-6439-3887,139,5,0,2026-07-22T22:00:52+00:00,WH-02,in_progress,6
ORD-006332,Plant-18,CH-5732-862,67,25,0,2026-07-24T17:00:52+00:00,WH-01,in_progress,10
ORD-006333,Plant-29,EL-1787-4727,9,6,0,2026-07-20T05:00:52+00:00,WH-02,in_progress,4
ORD-006334,Plant-26,FL-6271-1560,33,15,0,2026-07-21T23:00:52+00:00,WH-01,in_progress,7
ORD-006335,Plant-15,CH-6649-1722,29,27,0,2026-07-24T04:00:52+00:00,WH-02,pending,2
ORD-006336,Plant-01,FL-5980-3441,6,2,0,2026-07-23T08:00:52+00:00,WH-02,completed,3
ORD-006337,Plant-06,EL-6629-4728,70,9,0,2026-07-20T12:00:52+00:00,WH-01,pending,5
ORD-006338,Plant-29,CH-2302-3217,116,23,0,2026-07-26T08:00:52+00:00,WH-01,pending,10
ORD-006339,Plant-23,FL-8621-958,115,103,0,2026-07-23T07:00:52+00:00,WH-02,completed,5
ORD-006340,Plant-44,EL-5846-2980,106,54,0,2026-07-21T22:00:52+00:00,WH-02,pending,3
ORD-006341,Plant-46,FL-3474-4580,43,10,0,2026-07-20T09:00:52+00:00,WH-01,in_progress,7
ORD-006342,Plant-18,PO-5196-4933,31,20,0,2026-07-22T17:00:52+00:00,WH-02,pending,6
ORD-006343,Plant-20,EL-6314-2680,112,102,0,2026-07-25T10:00:52+00:00,WH-01,pending,7
ORD-006344,Plant-38,EL-4986-2813,86,0,0,2026-07-21T18:00:52+00:00,WH-01,in_progress,9
ORD-006345,Plant-37,PO-4404-1426,147,137,0,2026-07-20T11:00:52+00:00,WH-01,pending,9
ORD-006346,Plant-24,IN-9914-4995,125,71,0,2026-07-20T07:00:52+00:00,WH-01,pending,2
ORD-006347,Plant-08,PO-3308-2659,77,51,0,2026-07-24T01:00:52+00:00,WH-02,completed,8
ORD-006348,Plant-27,PO-7292-4948,52,21,0,2026-07-21T01:00:52+00:00,WH-02,pending,10
ORD-006349,Plant-18,PO-6713-1188,134,57,0,2026-07-20T05:00:52+00:00,WH-02,pending,7
ORD-006350,Plant-46,PO-8456-4870,23,19,0,2026-07-26T12:00:52+00:00,WH-01,pending,1
ORD-006351,Plant-26,EL-2230-127,40,1,0,2026-07-21T17:00:52+00:00,WH-02,completed,6
ORD-006352,Plant-40,PO-8275-1099,45,44,0,2026-07-24T09:00:52+00:00,WH-02,pending,2
ORD-006353,Plant-45,IN-3292-2527,102,77,0,2026-07-26T16:00:52+00:00,WH-02,completed,1
ORD-006354,Plant-39,FL-6064-1281,122,101,0,2026-07-22T03:00:52+00:00,WH-02,pending,6
ORD-006355,Plant-06,PO-4054-4295,138,35,0,2026-07-22T19:00:52+00:00,WH-02,completed,2
ORD-006356,Plant-21,IN-5064-3626,105,4,0,2026-07-21T02:00:52+00:00,WH-01,completed,3
ORD-006357,Plant-39,CH-2320-4461,108,14,0,2026-07-20T17:00:52+00:00,WH-02,pending,4
ORD-006358,Plant-48,IN-5238-1925,118,104,0,2026-07-19T23:00:52+00:00,WH-02,completed,7
ORD-006359,Plant-37,IN-1153-2340,64,28,0,2026-07-22T13:00:52+00:00,WH-01,completed,8
ORD-006360,Plant-45,PO-1564-2708,26,17,0,2026-07-25T18:00:52+00:00,WH-02,in_progress,2
ORD-006361,Plant-08,PO-5317-184,29,16,0,2026-07-23T21:00:52+00:00,WH-01,in_progress,9
ORD-006362,Plant-03,IN-6948-082,138,16,0,2026-07-20T23:00:52+00:00,WH-02,completed,6
ORD-006363,Plant-30,FL-9033-668,137,108,0,2026-07-22T18:00:52+00:00,WH-02,in_progress,1
ORD-006364,Plant-43,EL-9573-643,72,53,0,2026-07-20T15:00:52+00:00,WH-02,in_progress,10
ORD-006365,Plant-12,PO-8310-1405,54,43,0,2026-07-23T23:00:52+00:00,WH-01,pending,6
ORD-006366,Plant-23,EL-8618-793,61,24,0,2026-07-21T19:00:52+00:00,WH-01,pending,1
ORD-006367,Plant-28,CH-7679-3931,78,18,0,2026-07-26T08:00:52+00:00,WH-02,in_progress,8
ORD-006368,Plant-20,EL-4984-3267,53,20,0,2026-07-24T10:00:52+00:00,WH-01,pending,5
ORD-006369,Plant-31,IN-1993-4659,93,11,0,2026-07-22T18:00:52+00:00,WH-01,in_progress,5
ORD-006370,Plant-30,FL-4669-2712,121,64,0,2026-07-24T23:00:52+00:00,WH-02,in_progress,1
ORD-006371,Plant-15,IN-5596-1680,33,1,0,2026-07-25T19:00:52+00:00,WH-01,pending,8
ORD-006372,Plant-11,EL-4872-1618,148,86,0,2026-07-25T19:00:52+00:00,WH-02,in_progress,8
ORD-006373,Plant-08,IN-7807-1375,97,47,0,2026-07-25T07:00:52+00:00,WH-02,completed,9
ORD-006374,Plant-33,FL-4384-2496,104,34,0,2026-07-20T18:00:52+00:00,WH-01,in_progress,8
ORD-006375,Plant-36,IN-4331-4643,6,0,0,2026-07-26T05:00:52+00:00,WH-02,in_progress,4
ORD-006376,Plant-48,PO-6094-3370,125,6,0,2026-07-25T10:00:52+00:00,WH-01,completed,4
ORD-006377,Plant-13,IN-3669-1996,144,45,0,2026-07-25T20:00:52+00:00,WH-01,in_progress,3
ORD-006378,Plant-15,IN-9919-670,94,51,0,2026-07-23T04:00:52+00:00,WH-02,pending,4
ORD-006379,Plant-45,PO-5250-930,76,75,0,2026-07-20T22:00:52+00:00,WH-02,completed,6
ORD-006380,Plant-15,PO-1472-175,9,6,0,2026-07-23T03:00:52+00:00,WH-01,in_progress,1
ORD-006381,Plant-34,IN-7381-4961,69,5,0,2026-07-25T03:00:52+00:00,WH-02,in_progress,9
ORD-006382,Plant-40,CH-3546-4303,126,50,0,2026-07-19T21:00:52+00:00,WH-02,pending,3
ORD-006383,Plant-36,CH-8567-2773,28,24,0,2026-07-26T10:00:52+00:00,WH-01,completed,10
ORD-006384,Plant-31,EL-9804-1190,16,6,0,2026-07-21T04:00:52+00:00,WH-02,pending,9
ORD-006385,Plant-07,IN-1853-1373,25,0,0,2026-07-24T05:00:52+00:00,WH-02,pending,5
ORD-006386,Plant-01,IN-8694-822,20,8,0,2026-07-24T04:00:52+00:00,WH-02,completed,5
ORD-006387,Plant-05,CH-1118-713,14,7,0,2026-07-26T18:00:52+00:00,WH-01,in_progress,6
ORD-006388,Plant-07,PO-6949-3459,111,85,0,2026-07-21T22:00:52+00:00,WH-02,pending,2
ORD-006389,Plant-30,PO-1128-782,28,5,0,2026-07-25T01:00:52+00:00,WH-01,pending,4
ORD-006390,Plant-41,CH-7580-3507,27,5,0,2026-07-20T10:00:52+00:00,WH-01,pending,6
ORD-006391,Plant-47,EL-9706-953,136,22,0,2026-07-25T04:00:52+00:00,WH-02,in_progress,3
ORD-006392,Plant-21,EL-9661-1503,74,12,0,2026-07-20T20:00:52+00:00,WH-01,completed,7
ORD-006393,Plant-10,PO-3797-1430,109,93,0,2026-07-24T00:00:52+00:00,WH-01,completed,6
ORD-006394,Plant-05,FL-2036-745,73,19,0,2026-07-22T17:00:52+00:00,WH-01,pending,3
ORD-006395,Plant-14,IN-3598-3243,144,60,0,2026-07-26T00:00:52+00:00,WH-01,completed,2
ORD-006396,Plant-13,IN-7775-2850,54,48,0,2026-07-25T15:00:52+00:00,WH-01,completed,9
ORD-006397,Plant-13,PO-5177-3331,54,41,0,2026-07-20T10:00:52+00:00,WH-01,in_progress,5
ORD-006398,Plant-38,FL-7415-2582,83,68,0,2026-07-24T01:00:52+00:00,WH-02,in_progress,10
ORD-006399,Plant-43,IN-4116-3718,102,6,0,2026-07-20T09:00:52+00:00,WH-01,completed,8
ORD-006400,Plant-37,IN-4997-2872,58,53,0,2026-07-20T12:00:52+00:00,WH-02,pending,5
ORD-006401,Plant-45,IN-7475-1516,91,71,0,2026-07-26T09:00:52+00:00,WH-02,completed,9
ORD-006402,Plant-32,CH-6982-4297,46,43,0,2026-07-24T17:00:52+00:00,WH-01,in_progress,5
ORD-006403,Plant-37,FL-1760-4665,144,67,0,2026-07-22T16:00:52+00:00,WH-01,in_progress,5
ORD-006404,Plant-33,IN-6763-2165,11,7,0,2026-07-22T21:00:52+00:00,WH-02,pending,2
ORD-006405,Plant-28,CH-7257-3933,86,31,0,2026-07-25T08:00:52+00:00,WH-02,in_progress,1
ORD-006406,Plant-11,CH-5955-4199,41,31,0,2026-07-23T11:00:52+00:00,WH-01,completed,9
ORD-006407,Plant-46,EL-6597-2188,50,46,0,2026-07-23T23:00:52+00:00,WH-01,in_progress,2
ORD-006408,Plant-14,IN-8167-3731,61,13,0,2026-07-23T17:00:52+00:00,WH-01,completed,4
ORD-006409,Plant-19,CH-4162-4560,118,2,0,2026-07-26T06:00:52+00:00,WH-02,pending,7
ORD-006410,Plant-13,IN-2786-2290,122,19,0,2026-07-20T02:00:52+00:00,WH-02,completed,1
ORD-006411,Plant-20,IN-8321-3154,145,107,0,2026-07-26T10:00:52+00:00,WH-01,in_progress,5
ORD-006412,Plant-47,CH-5130-4430,105,69,0,2026-07-20T13:00:52+00:00,WH-02,pending,6
ORD-006413,Plant-48,PO-7384-3332,9,9,0,2026-07-21T21:00:52+00:00,WH-02,in_progress,2
ORD-006414,Plant-42,IN-3566-1705,125,102,0,2026-07-24T13:00:52+00:00,WH-02,pending,7
ORD-006415,Plant-47,CH-4083-2495,53,1,0,2026-07-26T14:00:52+00:00,WH-01,pending,10
ORD-006416,Plant-01,PO-5996-2190,65,10,0,2026-07-24T22:00:52+00:00,WH-01,pending,6
ORD-006417,Plant-18,IN-7151-1927,130,93,0,2026-07-24T02:00:52+00:00,WH-01,pending,10
ORD-006418,Plant-38,IN-2513-2416,86,47,0,2026-07-24T21:00:52+00:00,WH-02,pending,3
ORD-006419,Plant-43,EL-7521-4497,44,27,0,2026-07-23T14:00:52+00:00,WH-01,completed,2
ORD-006420,Plant-38,IN-1114-1592,101,93,0,2026-07-25T20:00:52+00:00,WH-02,completed,1
ORD-006421,Plant-20,EL-1243-2957,63,25,0,2026-07-22T00:00:52+00:00,WH-02,completed,10
ORD-006422,Plant-27,CH-4395-2214,46,4,0,2026-07-21T00:00:52+00:00,WH-02,pending,9
ORD-006423,Plant-37,IN-9666-3461,106,31,0,2026-07-22T02:00:52+00:00,WH-01,in_progress,10
ORD-006424,Plant-35,IN-9723-3122,135,44,0,2026-07-25T12:00:52+00:00,WH-01,completed,10
ORD-006425,Plant-43,EL-5771-1500,125,55,0,2026-07-25T21:00:52+00:00,WH-01,pending,9
ORD-006426,Plant-04,PO-2211-2641,17,4,0,2026-07-23T04:00:52+00:00,WH-02,completed,8
ORD-006427,Plant-36,FL-4504-875,50,6,0,2026-07-20T12:00:52+00:00,WH-01,in_progress,4
ORD-006428,Plant-28,IN-9080-486,78,36,0,2026-07-21T08:00:52+00:00,WH-02,in_progress,10
ORD-006429,Plant-45,PO-7517-4739,8,2,0,2026-07-23T10:00:52+00:00,WH-01,pending,1
ORD-006430,Plant-06,IN-4454-1961,63,16,0,2026-07-24T16:00:52+00:00,WH-02,completed,6
ORD-006431,Plant-37,FL-2878-794,17,16,0,2026-07-23T07:00:52+00:00,WH-01,pending,9
ORD-006432,Plant-03,EL-7490-4164,127,50,0,2026-07-23T05:00:52+00:00,WH-02,in_progress,8
ORD-006433,Plant-46,PO-4221-3774,123,76,0,2026-07-26T09:00:52+00:00,WH-01,completed,2
ORD-006434,Plant-36,EL-1284-1738,73,42,0,2026-07-22T07:00:52+00:00,WH-01,pending,7
ORD-006435,Plant-44,EL-6056-521,100,33,0,2026-07-26T16:00:52+00:00,WH-01,in_progress,6
ORD-006436,Plant-45,FL-2252-4070,70,51,0,2026-07-20T11:00:52+00:00,WH-01,completed,5
ORD-006437,Plant-15,EL-5518-1208,83,64,0,2026-07-20T22:00:52+00:00,WH-02,in_progress,8
ORD-006438,Plant-44,IN-6107-986,26,10,0,2026-07-22T06:00:52+00:00,WH-02,completed,5
ORD-006439,Plant-30,CH-3099-2733,6,5,0,2026-07-20T12:00:52+00:00,WH-01,in_progress,1
ORD-006440,Plant-16,PO-4979-442,115,43,0,2026-07-21T04:00:52+00:00,WH-02,completed,4
ORD-006441,Plant-01,CH-5449-3747,113,65,0,2026-07-20T08:00:52+00:00,WH-01,in_progress,3
ORD-006442,Plant-42,CH-6367-498,116,29,0,2026-07-20T03:00:52+00:00,WH-02,in_progress,7
ORD-006443,Plant-28,CH-3028-4582,31,1,0,2026-07-22T00:00:52+00:00,WH-02,pending,6
ORD-006444,Plant-35,CH-1963-3027,141,41,0,2026-07-25T15:00:52+00:00,WH-01,completed,8
ORD-006445,Plant-48,EL-7125-3683,18,10,0,2026-07-24T03:00:52+00:00,WH-01,in_progress,1
ORD-006446,Plant-28,CH-5617-1175,51,9,0,2026-07-26T04:00:52+00:00,WH-02,completed,7
ORD-006447,Plant-15,CH-4281-1069,9,8,0,2026-07-23T00:00:52+00:00,WH-02,in_progress,7
ORD-006448,Plant-02,FL-2555-1869,87,29,0,2026-07-20T02:00:52+00:00,WH-02,pending,1
ORD-006449,Plant-30,IN-9026-009,48,1,0,2026-07-23T18:00:52+00:00,WH-01,completed,7
ORD-006450,Plant-14,IN-6330-2147,117,77,0,2026-07-25T15:00:52+00:00,WH-02,pending,7
ORD-006451,Plant-23,FL-7586-030,79,70,0,2026-07-25T07:00:52+00:00,WH-01,completed,10
ORD-006452,Plant-24,IN-3965-591,16,7,0,2026-07-25T19:00:52+00:00,WH-01,in_progress,5
ORD-006453,Plant-14,FL-8967-746,56,10,0,2026-07-25T10:00:52+00:00,WH-02,pending,3
ORD-006454,Plant-46,EL-3711-627,53,36,0,2026-07-21T02:00:52+00:00,WH-01,in_progress,9
ORD-006455,Plant-37,PO-3013-2829,9,5,0,2026-07-22T12:00:52+00:00,WH-02,in_progress,8
ORD-006456,Plant-03,IN-6973-1057,141,120,0,2026-07-21T03:00:52+00:00,WH-01,in_progress,5
ORD-006457,Plant-21,FL-1722-4795,27,10,0,2026-07-24T22:00:52+00:00,WH-02,in_progress,3
ORD-006458,Plant-16,EL-1196-4930,53,11,0,2026-07-20T09:00:52+00:00,WH-01,completed,6
ORD-006459,Plant-35,PO-1147-1780,84,11,0,2026-07-24T21:00:52+00:00,WH-02,pending,1
ORD-006460,Plant-14,CH-9244-2387,26,12,0,2026-07-21T21:00:52+00:00,WH-02,pending,4
ORD-006461,Plant-29,EL-4293-4519,81,16,0,2026-07-21T00:00:52+00:00,WH-02,completed,2
ORD-006462,Plant-01,PO-2043-1683,13,6,0,2026-07-21T15:00:52+00:00,WH-02,pending,2
ORD-006463,Plant-31,IN-2691-1239,145,81,0,2026-07-22T04:00:52+00:00,WH-01,in_progress,5
ORD-006464,Plant-14,CH-5719-3232,119,69,0,2026-07-26T06:00:52+00:00,WH-01,pending,1
ORD-006465,Plant-08,IN-9028-3601,79,23,0,2026-07-25T15:00:52+00:00,WH-02,in_progress,5
ORD-006466,Plant-01,IN-5095-2457,109,83,0,2026-07-20T01:00:52+00:00,WH-01,in_progress,4
ORD-006467,Plant-05,EL-5749-3740,59,8,0,2026-07-23T04:00:52+00:00,WH-01,completed,1
ORD-006468,Plant-25,IN-2056-2533,78,41,0,2026-07-24T05:00:52+00:00,WH-02,pending,6
ORD-006469,Plant-31,FL-7363-4335,114,113,0,2026-07-20T14:00:52+00:00,WH-01,completed,9
ORD-006470,Plant-22,PO-5371-1876,67,60,0,2026-07-21T12:00:52+00:00,WH-01,pending,8
ORD-006471,Plant-12,IN-6751-3586,15,3,0,2026-07-23T10:00:52+00:00,WH-01,in_progress,8
ORD-006472,Plant-13,IN-7581-978,67,13,0,2026-07-25T05:00:52+00:00,WH-02,in_progress,4
ORD-006473,Plant-23,PO-9051-3024,122,63,0,2026-07-23T05:00:52+00:00,WH-01,in_progress,9
ORD-006474,Plant-39,FL-1018-762,22,4,0,2026-07-25T20:00:52+00:00,WH-02,completed,6
ORD-006475,Plant-47,CH-4016-1540,18,12,0,2026-07-21T10:00:52+00:00,WH-01,completed,1
ORD-006476,Plant-08,CH-2948-2735,18,16,0,2026-07-20T09:00:52+00:00,WH-02,pending,10
ORD-006477,Plant-07,PO-6160-963,31,21,0,2026-07-21T00:00:52+00:00,WH-01,in_progress,2
ORD-006478,Plant-32,IN-4498-2448,85,24,0,2026-07-26T17:00:52+00:00,WH-02,completed,4
ORD-006479,Plant-38,FL-7897-045,12,6,0,2026-07-25T20:00:52+00:00,WH-01,in_progress,2
ORD-006480,Plant-32,IN-8694-822,83,55,0,2026-07-21T23:00:52+00:00,WH-02,in_progress,6
ORD-006481,Plant-05,CH-6697-4860,86,61,0,2026-07-20T16:00:52+00:00,WH-02,completed,8
ORD-006482,Plant-09,PO-2791-1949,71,18,0,2026-07-20T18:00:52+00:00,WH-01,completed,4
ORD-006483,Plant-47,IN-6918-1448,149,53,0,2026-07-20T21:00:52+00:00,WH-02,completed,7
ORD-006484,Plant-02,IN-8850-476,90,19,0,2026-07-24T22:00:52+00:00,WH-01,pending,4
ORD-006485,Plant-25,IN-7236-4405,123,84,0,2026-07-19T18:00:52+00:00,WH-02,pending,9
ORD-006486,Plant-38,FL-6314-1253,61,8,0,2026-07-26T14:00:52+00:00,WH-02,in_progress,6
ORD-006487,Plant-45,EL-8861-3406,90,33,0,2026-07-22T16:00:52+00:00,WH-02,completed,3
ORD-006488,Plant-38,PO-2161-2816,63,48,0,2026-07-21T09:00:52+00:00,WH-02,completed,3
ORD-006489,Plant-17,PO-4654-326,23,0,0,2026-07-20T16:00:52+00:00,WH-01,completed,5
ORD-006490,Plant-10,EL-1165-777,29,21,0,2026-07-23T21:00:52+00:00,WH-02,in_progress,2
ORD-006491,Plant-32,FL-2658-4810,14,0,0,2026-07-26T12:00:52+00:00,WH-02,pending,7
ORD-006492,Plant-38,EL-8221-4769,109,59,0,2026-07-22T02:00:52+00:00,WH-02,completed,5
ORD-006493,Plant-25,EL-3345-2694,79,62,0,2026-07-20T06:00:52+00:00,WH-02,completed,6
ORD-006494,Plant-21,IN-9799-3264,102,77,0,2026-07-20T17:00:52+00:00,WH-02,completed,8
ORD-006495,Plant-26,IN-9758-3200,18,6,0,2026-07-21T04:00:52+00:00,WH-02,pending,3
ORD-006496,Plant-24,IN-1941-2660,84,44,0,2026-07-22T23:00:52+00:00,WH-02,in_progress,2
ORD-006497,Plant-45,PO-4727-4348,94,57,0,2026-07-20T13:00:52+00:00,WH-01,completed,9
ORD-006498,Plant-02,PO-8458-539,99,92,0,2026-07-24T13:00:52+00:00,WH-02,completed,2
ORD-006499,Plant-12,PO-5196-4933,49,47,0,2026-07-24T17:00:52+00:00,WH-01,in_progress,3
ORD-006500,Plant-03,EL-7623-3179,26,18,0,2026-07-22T12:00:52+00:00,WH-01,completed,10
ORD-006501,Plant-38,PO-8528-3252,122,57,0,2026-07-23T12:00:52+00:00,WH-02,in_progress,5
ORD-006502,Plant-40,PO-4550-538,96,50,0,2026-07-24T23:00:52+00:00,WH-01,completed,1
ORD-006503,Plant-13,EL-1194-1095,81,56,0,2026-07-23T00:00:52+00:00,WH-02,completed,3
ORD-006504,Plant-21,EL-3355-4500,54,47,0,2026-07-20T11:00:52+00:00,WH-02,pending,9
ORD-006505,Plant-11,EL-7706-109,45,35,0,2026-07-23T20:00:52+00:00,WH-01,completed,9
ORD-006506,Plant-23,EL-4953-1461,69,41,0,2026-07-26T10:00:52+00:00,WH-01,in_progress,8
ORD-006507,Plant-10,EL-3782-4578,56,4,0,2026-07-23T01:00:52+00:00,WH-01,in_progress,5
ORD-006508,Plant-43,IN-8313-2187,80,80,0,2026-07-26T02:00:52+00:00,WH-01,pending,6
ORD-006509,Plant-27,FL-9603-1745,123,121,0,2026-07-25T10:00:52+00:00,WH-01,completed,7
ORD-006510,Plant-36,EL-2367-1439,69,27,0,2026-07-26T16:00:52+00:00,WH-02,completed,3
ORD-006511,Plant-46,CH-3493-3117,127,78,0,2026-07-24T21:00:52+00:00,WH-01,in_progress,6
ORD-006512,Plant-23,EL-5919-1112,119,0,0,2026-07-25T23:00:52+00:00,WH-02,completed,8
ORD-006513,Plant-46,CH-9185-4979,41,33,0,2026-07-25T06:00:52+00:00,WH-02,completed,1
ORD-006514,Plant-09,EL-9228-4032,117,85,0,2026-07-21T02:00:52+00:00,WH-02,completed,9
ORD-006515,Plant-33,IN-8682-4750,131,59,0,2026-07-20T20:00:52+00:00,WH-02,in_progress,10
ORD-006516,Plant-32,EL-4264-823,77,17,0,2026-07-21T13:00:52+00:00,WH-02,completed,7
ORD-006517,Plant-41,EL-6722-060,97,78,0,2026-07-23T16:00:52+00:00,WH-01,in_progress,5
ORD-006518,Plant-40,IN-5575-083,34,33,0,2026-07-23T09:00:52+00:00,WH-02,completed,8
ORD-006519,Plant-09,IN-8265-1014,79,33,0,2026-07-21T05:00:52+00:00,WH-02,in_progress,6
ORD-006520,Plant-05,IN-8363-2107,94,56,0,2026-07-23T06:00:52+00:00,WH-02,pending,8
ORD-006521,Plant-30,EL-2796-3087,55,53,0,2026-07-21T01:00:52+00:00,WH-02,completed,3
ORD-006522,Plant-04,IN-3411-2668,107,66,0,2026-07-23T13:00:52+00:00,WH-02,in_progress,3
