"vwgl_matstorloc_id","vwgl_matstorloc_valid_from","__operation_type","__timestamp","material","plant","storagelocation","maintenancestatus","deletionflag","fiscalyearofcurrentperiod","currentperiod","physicalinventoryblockingind","freeavailablestock","baseunit","stockintransfer","stockinqualityinspection","totalstockofallrestrbatches","blockedstock","blockedstockreturns","valunrestusestockprevper","stockintransferprevper","stockinqualityinsprevper","restrictedusestockprevper","blockedstockprevper","blockedstockreturnsprevper","dateoflastpostedcount","creationdate","instance","i_product","i_storagelocation","etl_aend_tstamp"
"0DD300047K|1400|XNM1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047K","1400","XNM1","DL","","2025","07","","9","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240103","Kassel","0DD300047K","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD300047T|1400|S1M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047T","1400","S1M1","DL","","2026","07","","3","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240710","Kassel","0DD300047T","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047T|1400|XDM1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047T","1400","XDM1","DL","","2025","11","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240703","Kassel","0DD300047T","XDM1","2026-07-17 06:05:41.813636 UTC"
"0DD300047T|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047T","1400","XN12","DL","","2026","07","","1","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240729","Kassel","0DD300047T","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300048A|1400|XNM2","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048A","1400","XNM2","DL","","2025","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250314","Kassel","0DD300048A","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300040D|1400|F1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040D","1400","F1M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040D","F1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046K|1400|XDM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046K","1400","XDM1","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046K","XDM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046M|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046M","1400","XZM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046M","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046P|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046P","1400","XNM3","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046P","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300048B|1400|BN03","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048B","1400","BN03","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250715","Kassel","0DD300048B","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD300048H|1400|D0M1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048H","1400","D0M1","DL","","2026","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260206","Kassel","0DD300048H","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048J|1400|D0M1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048J","1400","D0M1","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260505","Kassel","0DD300048J","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B ANG|1400|BN03","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD311159B ANG","1400","BN03","DL","","2026","06","","1192","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260615","Kassel","0DD311159B ANG","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD311159B ANG|1400|FAM5","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD311159B ANG","1400","FAM5","DL","","2025","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250508","Kassel","0DD311159B ANG","FAM5","2026-07-17 06:05:41.813636 UTC"
"0DD300046T|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046T","1400","XZM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046T","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300047G|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300047G","1400","XNM3","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230921","Kassel","0DD300047G","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300047N|1400|XN12","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047N","1400","XN12","DL","","2025","06","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20241031","Kassel","0DD300047N","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300048A|1400|F6M1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048A","1400","F6M1","DL","","2025","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250324","Kassel","0DD300048A","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048D|1400|D0M1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048D","1400","D0M1","DL","","2026","01","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250623","Kassel","0DD300048D","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048E|1400|XNM1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048E","1400","XNM1","DL","","2025","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250909","Kassel","0DD300048E","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD311158D|1400|XNM2","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158D","1400","XNM2","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311158D","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300040E|1400|F1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040E","1400","F1M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040E","F1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046G|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046G","1400","XZM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046G","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046L|1400|F1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046L","1400","F1M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046L","F1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046T|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046T","1400","XN12","DL","","2026","05","","2","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240430","Kassel","0DD300046T","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300047F|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047F","1400","XN12","DL","","2026","05","","1","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260203","Kassel","0DD300047F","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300040C|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040C","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040C","W0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300040C|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040C","1400","XZM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300040C","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046H|1400|BN03","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046H","1400","BN03","DL","","2025","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240123","Kassel","0DD300046H","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD300047L|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047L","1400","XN12","DL","","2024","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240430","Kassel","0DD300047L","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300047R|1400|D0M1","2026-07-17 02:17:12.966977 UTC","L","2026-07-17 02:17:12.966977 UTC","0DD300047R","1400","D0M1","DL","","2024","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240515","Kassel","0DD300047R","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047S|1400|XNQA","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047S","1400","XNQA","DL","","2025","10","","1","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20251026","Kassel","0DD300047S","XNQA","2026-07-17 06:05:41.813636 UTC"
"0DD300048J|1400|XDM1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048J","1400","XDM1","DL","","2026","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260505","Kassel","0DD300048J","XDM1","2026-07-17 06:05:41.813636 UTC"
"0DD300048|1400|XZM1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300048","1400","XZM1","DL","","2024","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240703","Kassel","0DD300048","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B    DRA|1400|FAM1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD311159B    DRA","1400","FAM1","DL","","2024","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240916","Kassel","0DD311159B    DRA","FAM1","2026-07-17 06:05:41.813636 UTC"
"0DD311159C    DRA|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159C    DRA","1400","XZM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311159C    DRA","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046C|1400|FBM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046C","1400","FBM1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046C","FBM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046G|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046G","1400","XN12","DL","","2026","06","","4","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240613","Kassel","0DD300046G","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300046J|1400|BN03","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300046J","1400","BN03","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240123","Kassel","0DD300046J","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD300046L|1400|S1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046L","1400","S1M1","DL","","2026","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046L","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047D|1400|F759","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047D","1400","F759","DL","","2025","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20241021","Kassel","0DD300047D","F759","2026-07-17 06:05:41.813636 UTC"
"0DD311158D|1400|S6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158D","1400","S6M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158D","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159C    DRA|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159C    DRA","1400","D0M1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311159C    DRA","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300040C|1400|FBM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040C","1400","FBM1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040C","FBM1","2026-07-17 06:05:41.813636 UTC"
"0DD300040D|1400|BN03","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300040D","1400","BN03","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250716","Kassel","0DD300040D","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD300046S|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046S","1400","XZM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046S","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300047A|1400|F6M1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300047A","1400","F6M1","DL","","2023","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230315","Kassel","0DD300047A","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048B|1400|S6M1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048B","1400","S6M1","DL","","2025","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250324","Kassel","0DD300048B","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048D|1400|F759","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048D","1400","F759","DL","","2026","01","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250630","Kassel","0DD300048D","F759","2026-07-17 06:05:41.813636 UTC"
"0DD311159B ANG|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159B ANG","1400","D0M1","DL","","2022","11","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221103","Kassel","0DD311159B ANG","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159C    DRA|1400|WAM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159C    DRA","1400","WAM1","DL","","2022","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221221","Kassel","0DD311159C    DRA","WAM1","2026-07-17 06:05:41.813636 UTC"
"0DD300040D|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040D","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040D","W0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300046H|1400|F6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046H","1400","F6M1","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046H","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046L|1400|XDM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046L","1400","XDM1","DL","","2023","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046L","XDM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046P|1400|S4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046P","1400","S4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046P","S4M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046S|1400|D0M1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046S","1400","D0M1","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046S","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047M|1400|XN12","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047M","1400","XN12","DL","","2024","06","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240614","Kassel","0DD300047M","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300048H|1400|XDM1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048H","1400","XDM1","DL","","2026","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260206","Kassel","0DD300048H","XDM1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159B","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311159B","W0M6","2026-07-17 06:05:41.813636 UTC"
"0DD311159D|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159D","1400","D0M1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311159D","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046K|1400|S4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046K","1400","S4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046K","S4M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047A|1400|D0M1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047A","1400","D0M1","DL","","2022","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221219","Kassel","0DD300047A","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048C|1400|XNTS","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048C","1400","XNTS","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260629","Kassel","0DD300048C","XNTS","2026-07-17 06:05:41.813636 UTC"
"0DD300048J|1400|F773","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048J","1400","F773","DL","","2026","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260511","Kassel","0DD300048J","F773","2026-07-17 06:05:41.813636 UTC"
"0DD300048|1400|S6M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300048","1400","S6M1","DL","","2024","08","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240805","Kassel","0DD300048","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD311158B|1400|BN03","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD311158B","1400","BN03","DL","","2026","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","20250901","20240821","Kassel","0DD311158B","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD311158C|1400|F4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158C","1400","F4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158C","F4M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0340|1400|F6M1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD311159B       0340","1400","F6M1","DL","","2024","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240404","Kassel","0DD311159B       0340","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046C|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046C","1400","D0M1","DL","","2025","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046C","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046G|1400|XNM2","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046G","1400","XNM2","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046G","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300046J|1400|S1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046J","1400","S1M1","DL","","2026","07","","26","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046J","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046K|1400|S1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046K","1400","S1M1","DL","","2026","07","","12","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046K","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046L|1400|F6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046L","1400","F6M1","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046L","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046Q|1400|XZM1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300046Q","1400","XZM1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230215","Kassel","0DD300046Q","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046T|1400|F4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046T","1400","F4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046T","F4M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048A|1400|XNQA","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048A","1400","XNQA","DL","","2026","07","","2","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260219","Kassel","0DD300048A","XNQA","2026-07-17 06:05:41.813636 UTC"
"0DD300048E|1400|XN12","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048E","1400","XN12","DL","","2026","07","","2","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250917","Kassel","0DD300048E","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD311158D|1400|F1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158D","1400","F1M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158D","F1M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B|1400|XDM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159B","1400","XDM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311159B","XDM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046H|1400|F1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046H","1400","F1M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046H","F1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047Q|1400|F759","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047Q","1400","F759","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240524","Kassel","0DD300047Q","F759","2026-07-17 06:05:41.813636 UTC"
"0DD300048|1400|F759","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048","1400","F759","DL","","2026","07","","4","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240731","Kassel","0DD300048","F759","2026-07-17 06:05:41.813636 UTC"
"0DD311159C    DRA|1400|F6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159C    DRA","1400","F6M1","DL","","2022","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221221","Kassel","0DD311159C    DRA","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159D|1400|XNM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159D","1400","XNM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311159D","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046C|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046C","1400","XNM3","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046C","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300046E|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046E","1400","D0M1","DL","","2026","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046E","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046K MBZ|1400|W0M2","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046K MBZ","1400","W0M2","DL","","2023","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230531","Kassel","0DD300046K MBZ","W0M2","2026-07-17 06:05:41.813636 UTC"
