id,supplier,sku,expected_qty,received_qty,expected_date,warehouse,quality_status
PO-000692,SUP-049,CH-6264-1538,941,396,2026-07-06,WH-01,accepted
PO-000693,SUP-008,EL-1700-3290,127,518,2026-07-25,WH-02,accepted
PO-000694,SUP-112,FL-3855-3799,199,231,2026-07-04,WH-02,partial
PO-000695,SUP-115,EL-9735-699,654,505,2026-07-12,WH-02,accepted
PO-000696,SUP-110,FL-3028-4847,439,38,2026-07-12,WH-02,accepted
PO-000697,SUP-061,CH-3502-1338,63,647,2026-07-31,WH-01,accepted
PO-000698,SUP-099,CH-3302-4031,573,127,2026-07-16,WH-02,pending
PO-000699,SUP-048,FL-1178-1506,125,909,2026-07-15,WH-02,pending
PO-000700,SUP-130,CH-2635-1451,406,250,2026-07-18,WH-01,partial
PO-000701,SUP-037,PO-1595-1632,982,960,2026-07-25,WH-01,accepted
PO-000702,SUP-120,EL-8961-1201,874,932,2026-07-26,WH-02,pending
PO-000703,SUP-110,PO-6148-343,133,570,2026-07-10,WH-01,pending
PO-000704,SUP-132,EL-1418-1719,155,488,2026-07-19,WH-02,pending
PO-000705,SUP-011,PO-3426-901,978,382,2026-07-07,WH-02,partial
PO-000706,SUP-150,IN-4069-4377,666,403,2026-08-01,WH-02,pending
PO-000707,SUP-195,IN-5405-4616,580,715,2026-08-06,WH-02,accepted
PO-000708,SUP-018,IN-6998-4105,436,848,2026-07-17,WH-02,accepted
PO-000709,SUP-079,IN-7126-716,311,201,2026-07-19,WH-01,accepted
PO-000710,SUP-112,EL-7022-058,447,649,2026-07-21,WH-01,accepted
PO-000711,SUP-039,PO-7672-2060,576,699,2026-07-10,WH-01,pending
PO-000712,SUP-041,FL-7415-2582,124,296,2026-07-10,WH-02,partial
PO-000713,SUP-063,IN-7074-2294,716,646,2026-07-23,WH-02,accepted
PO-000714,SUP-002,CH-7121-2970,487,880,2026-07-06,WH-01,partial
PO-000715,SUP-101,PO-9594-3634,437,548,2026-07-28,WH-01,partial
PO-000716,SUP-187,EL-5919-1112,141,433,2026-07-10,WH-02,partial
PO-000717,SUP-036,EL-9153-2792,657,792,2026-07-09,WH-02,partial
PO-000718,SUP-037,CH-1118-713,167,687,2026-07-15,WH-02,accepted
PO-000719,SUP-116,FL-5597-2698,798,672,2026-08-05,WH-01,pending
PO-000720,SUP-054,EL-5482-095,834,526,2026-07-17,WH-01,accepted
PO-000721,SUP-023,IN-7414-729,231,960,2026-07-13,WH-02,pending
PO-000722,SUP-075,CH-5988-3343,662,200,2026-07-18,WH-02,pending
PO-000723,SUP-066,EL-9895-1026,487,508,2026-07-10,WH-02,partial
PO-000724,SUP-131,CH-1513-3220,849,81,2026-07-11,WH-01,accepted
PO-000725,SUP-015,EL-7817-2364,772,110,2026-07-26,WH-02,accepted
PO-000726,SUP-067,EL-1093-1588,432,275,2026-07-26,WH-01,accepted
PO-000727,SUP-171,IN-7615-4340,390,85,2026-07-15,WH-02,accepted
PO-000728,SUP-197,CH-4348-995,880,680,2026-07-25,WH-01,partial
PO-000729,SUP-112,EL-1177-2901,479,532,2026-07-20,WH-01,partial
PO-000730,SUP-153,PO-2360-3170,232,387,2026-07-09,WH-01,pending
PO-000731,SUP-019,EL-5352-2536,921,753,2026-07-27,WH-02,accepted
PO-000732,SUP-133,PO-6137-4940,528,135,2026-07-19,WH-02,accepted
PO-000733,SUP-197,EL-5798-1130,702,811,2026-07-07,WH-01,accepted
PO-000734,SUP-134,FL-1081-4617,260,459,2026-07-24,WH-02,pending
PO-000735,SUP-085,CH-8620-2798,941,156,2026-08-07,WH-01,accepted
PO-000736,SUP-194,PO-4320-4376,298,310,2026-07-18,WH-02,accepted
PO-000737,SUP-016,FL-5597-2698,990,56,2026-07-17,WH-02,accepted
PO-000738,SUP-080,CH-1169-598,252,753,2026-07-08,WH-02,partial
PO-000739,SUP-075,EL-2495-3454,687,869,2026-07-09,WH-01,partial
PO-000740,SUP-022,FL-5847-1251,617,811,2026-07-09,WH-02,pending
PO-000741,SUP-034,EL-8173-4318,379,36,2026-07-15,WH-02,partial
PO-000742,SUP-180,CH-7353-244,108,712,2026-07-22,WH-02,accepted
PO-000743,SUP-133,EL-1468-2085,648,794,2026-07-28,WH-01,accepted
PO-000744,SUP-137,FL-5374-459,644,36,2026-07-31,WH-02,partial
PO-000745,SUP-172,IN-8318-1138,391,468,2026-07-25,WH-01,partial
PO-000746,SUP-069,IN-3772-1434,263,965,2026-08-02,WH-01,partial
PO-000747,SUP-030,FL-4192-2050,610,181,2026-08-02,WH-01,accepted
PO-000748,SUP-142,EL-6401-425,422,569,2026-07-15,WH-01,pending
PO-000749,SUP-045,PO-7806-2481,618,208,2026-08-02,WH-02,partial
PO-000750,SUP-084,EL-4078-4892,442,77,2026-07-31,WH-02,accepted
PO-000751,SUP-185,PO-7573-2133,650,673,2026-07-05,WH-02,accepted
PO-000752,SUP-078,EL-6086-2170,804,336,2026-07-29,WH-02,accepted
PO-000753,SUP-107,FL-5391-693,504,971,2026-07-13,WH-01,accepted
PO-000754,SUP-013,IN-4031-2873,591,936,2026-07-20,WH-01,pending
PO-000755,SUP-128,EL-6006-2911,721,39,2026-07-08,WH-01,pending
PO-000756,SUP-115,PO-1707-3192,405,593,2026-07-17,WH-02,accepted
PO-000757,SUP-003,FL-5280-182,682,981,2026-07-08,WH-01,accepted
PO-000758,SUP-187,CH-4084-2079,648,801,2026-07-10,WH-02,accepted
PO-000759,SUP-001,PO-7192-2623,273,849,2026-07-10,WH-02,partial
PO-000760,SUP-073,EL-9642-2143,812,244,2026-07-10,WH-01,accepted
PO-000761,SUP-060,CH-9719-582,967,998,2026-07-14,WH-01,accepted
PO-000762,SUP-135,EL-1250-2753,275,977,2026-07-27,WH-01,accepted
PO-000763,SUP-115,CH-8189-1155,812,673,2026-07-16,WH-02,accepted
PO-000764,SUP-152,EL-4881-379,258,388,2026-07-27,WH-01,partial
PO-000765,SUP-051,PO-4030-1558,201,969,2026-07-26,WH-02,accepted
PO-000766,SUP-102,EL-4229-3928,921,861,2026-07-22,WH-01,pending
PO-000767,SUP-195,FL-3704-4220,859,677,2026-07-20,WH-02,pending
PO-000768,SUP-195,CH-7183-4413,511,710,2026-08-07,WH-01,accepted
PO-000769,SUP-125,EL-4061-3714,608,155,2026-07-11,WH-02,partial
PO-000770,SUP-021,CH-3333-2169,555,81,2026-08-07,WH-02,pending
PO-000771,SUP-039,EL-7081-1904,938,433,2026-07-10,WH-01,accepted
PO-000772,SUP-160,IN-8216-1772,798,591,2026-08-02,WH-01,pending
PO-000773,SUP-118,PO-7962-4661,520,620,2026-07-15,WH-02,pending
PO-000774,SUP-113,FL-6863-767,367,328,2026-07-26,WH-02,pending
PO-000775,SUP-047,CH-2916-3797,668,697,2026-08-07,WH-01,accepted
PO-000776,SUP-178,EL-9058-2711,291,674,2026-07-25,WH-01,partial
PO-000777,SUP-048,PO-9826-2978,895,174,2026-07-29,WH-01,accepted
PO-000778,SUP-066,IN-7695-1566,468,940,2026-07-16,WH-01,partial
PO-000779,SUP-038,EL-8324-3692,800,165,2026-07-06,WH-01,pending
PO-000780,SUP-185,FL-1132-2556,333,57,2026-07-08,WH-02,accepted
PO-000781,SUP-014,FL-6738-3133,510,550,2026-07-20,WH-02,pending
PO-000782,SUP-171,FL-4525-2164,187,213,2026-07-11,WH-01,partial
PO-000783,SUP-055,CH-5750-3067,410,942,2026-07-27,WH-02,partial
PO-000784,SUP-019,EL-9499-1835,366,444,2026-07-29,WH-01,accepted
PO-000785,SUP-116,CH-8433-3504,240,963,2026-07-23,WH-02,pending
PO-000786,SUP-179,IN-4853-1531,489,844,2026-07-08,WH-02,accepted
PO-000787,SUP-088,CH-7998-1751,839,968,2026-07-11,WH-02,accepted
PO-000788,SUP-004,EL-2797-039,672,663,2026-07-10,WH-02,partial
PO-000789,SUP-124,IN-1532-4207,304,732,2026-07-24,WH-02,partial
PO-000790,SUP-200,IN-6985-3004,636,725,2026-07-20,WH-01,accepted
PO-000791,SUP-128,FL-5292-1025,984,903,2026-08-04,WH-02,pending
PO-000792,SUP-111,EL-3946-3321,934,797,2026-07-11,WH-02,pending
PO-000793,SUP-142,CH-5580-4255,239,570,2026-07-29,WH-01,pending
PO-000794,SUP-107,PO-7229-4293,518,441,2026-07-26,WH-01,accepted
PO-000795,SUP-098,IN-2704-3397,512,569,2026-07-24,WH-02,partial
PO-000796,SUP-039,EL-4751-1289,242,235,2026-07-22,WH-01,accepted
PO-000797,SUP-051,PO-6826-2368,289,962,2026-07-25,WH-02,pending
PO-000798,SUP-055,FL-3257-3584,290,532,2026-07-26,WH-01,accepted
PO-000799,SUP-045,FL-4926-203,511,240,2026-07-09,WH-01,accepted
PO-000800,SUP-179,PO-6075-461,250,631,2026-07-23,WH-01,accepted
PO-000801,SUP-030,CH-6302-063,368,957,2026-07-29,WH-02,accepted
PO-000802,SUP-114,CH-6738-4189,391,321,2026-07-09,WH-02,accepted
PO-000803,SUP-157,FL-5527-4965,59,732,2026-07-08,WH-01,partial
PO-000804,SUP-122,IN-1071-4824,800,723,2026-07-17,WH-01,accepted
PO-000805,SUP-003,EL-5641-2286,92,710,2026-07-06,WH-01,accepted
PO-000806,SUP-107,PO-9837-4119,640,325,2026-07-15,WH-01,partial
PO-000807,SUP-140,EL-5034-2610,943,246,2026-07-27,WH-01,pending
PO-000808,SUP-168,CH-8413-3600,581,300,2026-07-13,WH-01,pending
PO-000809,SUP-079,CH-3099-2733,600,242,2026-08-06,WH-01,partial
PO-000810,SUP-137,IN-9287-3715,707,900,2026-07-22,WH-01,partial
PO-000811,SUP-175,CH-9744-2226,446,229,2026-08-02,WH-02,partial
PO-000812,SUP-165,PO-1147-1780,516,285,2026-07-13,WH-02,accepted
PO-000813,SUP-170,PO-8275-1099,208,269,2026-07-25,WH-02,accepted
PO-000814,SUP-086,FL-7906-1943,274,723,2026-07-24,WH-02,pending
PO-000815,SUP-191,IN-9842-4367,264,538,2026-07-27,WH-02,accepted
PO-000816,SUP-111,IN-7553-809,720,956,2026-08-07,WH-01,partial
PO-000817,SUP-158,FL-5024-3917,672,459,2026-07-14,WH-02,partial
PO-000818,SUP-167,FL-5479-4950,280,706,2026-07-19,WH-01,accepted
PO-000819,SUP-177,PO-5511-4457,275,413,2026-07-21,WH-02,partial
PO-000820,SUP-173,EL-5596-4179,351,560,2026-07-31,WH-01,partial
PO-000821,SUP-166,FL-6761-3134,664,679,2026-07-29,WH-02,partial
PO-000822,SUP-073,PO-1442-2479,904,231,2026-07-17,WH-02,partial
PO-000823,SUP-006,FL-5391-693,983,569,2026-07-20,WH-02,accepted
PO-000824,SUP-014,FL-5865-4705,454,941,2026-08-02,WH-02,partial
PO-000825,SUP-175,FL-9210-1682,467,304,2026-07-26,WH-02,accepted
PO-000826,SUP-002,IN-1601-4212,944,328,2026-07-06,WH-01,pending
PO-000827,SUP-067,PO-7154-1354,897,591,2026-07-14,WH-02,accepted
PO-000828,SUP-023,PO-7517-4739,424,125,2026-08-04,WH-02,accepted
PO-000829,SUP-170,PO-9948-3755,812,409,2026-08-02,WH-01,partial
PO-000830,SUP-100,PO-7409-2839,993,620,2026-07-16,WH-02,pending
PO-000831,SUP-120,PO-9878-4408,255,259,2026-07-24,WH-02,accepted
PO-000832,SUP-078,CH-8993-1586,248,610,2026-07-18,WH-01,accepted
PO-000833,SUP-068,FL-8761-491,593,170,2026-07-24,WH-02,accepted
PO-000834,SUP-150,PO-8606-1821,532,897,2026-07-19,WH-01,accepted
PO-000835,SUP-196,CH-3147-3006,489,977,2026-07-27,WH-02,accepted
PO-000836,SUP-135,IN-2158-2741,565,222,2026-07-28,WH-02,pending
PO-000837,SUP-116,IN-8282-1459,644,418,2026-07-04,WH-02,accepted
PO-000838,SUP-066,PO-1124-4264,59,209,2026-07-27,WH-02,partial
PO-000839,SUP-011,CH-7509-452,679,586,2026-07-13,WH-01,partial
PO-000840,SUP-078,PO-2381-2469,978,644,2026-07-29,WH-02,partial
PO-000841,SUP-169,CH-2131-4745,445,175,2026-08-07,WH-01,pending
PO-000842,SUP-092,PO-7543-4008,937,353,2026-07-06,WH-01,accepted
PO-000843,SUP-053,FL-8612-4894,52,226,2026-07-08,WH-01,accepted
PO-000844,SUP-026,EL-2427-4572,114,717,2026-07-12,WH-01,pending
PO-000845,SUP-143,EL-7363-1671,89,597,2026-08-01,WH-01,accepted
PO-000846,SUP-053,CH-7979-4235,571,358,2026-07-30,WH-02,partial
PO-000847,SUP-065,EL-2592-1243,239,888,2026-07-24,WH-01,accepted
PO-000848,SUP-095,EL-5610-1280,841,457,2026-07-11,WH-01,partial
PO-000849,SUP-078,CH-4083-2495,161,890,2026-08-01,WH-02,accepted
PO-000850,SUP-051,IN-2581-1194,706,553,2026-07-15,WH-02,pending
PO-000851,SUP-031,IN-8440-4866,353,841,2026-07-29,WH-02,accepted
PO-000852,SUP-051,IN-2729-1819,270,176,2026-07-12,WH-01,accepted
PO-000853,SUP-149,FL-8889-1204,816,807,2026-08-05,WH-01,pending
PO-000854,SUP-116,PO-4127-1714,923,747,2026-08-01,WH-01,pending
PO-000855,SUP-008,PO-7419-4206,162,424,2026-08-07,WH-01,accepted
PO-000856,SUP-054,PO-6261-1428,392,111,2026-07-09,WH-02,accepted
PO-000857,SUP-047,EL-5930-1304,269,473,2026-07-06,WH-01,partial
PO-000858,SUP-150,CH-6162-3905,790,320,2026-07-06,WH-02,partial
PO-000859,SUP-085,PO-2315-2762,254,774,2026-07-06,WH-02,partial
PO-000860,SUP-103,IN-9454-4720,534,850,2026-07-05,WH-02,accepted
PO-000861,SUP-182,CH-3033-1791,995,269,2026-07-08,WH-02,accepted
PO-000862,SUP-018,CH-7121-2970,906,166,2026-07-04,WH-02,accepted
PO-000863,SUP-197,CH-1232-1829,518,853,2026-07-10,WH-02,accepted
PO-000864,SUP-076,PO-3190-221,320,289,2026-08-03,WH-02,partial
PO-000865,SUP-056,IN-5522-2195,902,453,2026-07-08,WH-01,accepted
PO-000866,SUP-092,FL-1213-3954,659,207,2026-07-28,WH-02,partial
PO-000867,SUP-194,CH-4425-1968,85,251,2026-07-14,WH-01,accepted
PO-000868,SUP-146,PO-8907-3365,487,567,2026-07-17,WH-02,accepted
PO-000869,SUP-111,IN-1300-1433,308,820,2026-07-10,WH-02,pending
PO-000870,SUP-065,FL-6201-2203,713,604,2026-07-25,WH-02,accepted
PO-000871,SUP-187,FL-9168-2009,108,566,2026-08-01,WH-01,partial
PO-000872,SUP-008,PO-5179-4980,353,684,2026-07-20,WH-02,partial
PO-000873,SUP-099,FL-5329-1543,995,59,2026-07-24,WH-01,pending
PO-000874,SUP-073,EL-4483-1140,133,183,2026-07-19,WH-02,partial
PO-000875,SUP-114,EL-6298-1846,298,222,2026-07-18,WH-01,pending
PO-000876,SUP-147,FL-2166-4919,553,686,2026-07-18,WH-02,partial
PO-000877,SUP-006,IN-2750-3885,428,292,2026-08-03,WH-02,partial
PO-000878,SUP-130,FL-7277-098,584,662,2026-07-27,WH-01,pending
PO-000879,SUP-125,PO-7426-475,244,280,2026-07-20,WH-01,partial
PO-000880,SUP-061,FL-9229-487,620,153,2026-07-18,WH-02,accepted
PO-000881,SUP-163,EL-7475-4063,294,287,2026-07-11,WH-02,pending
PO-000882,SUP-011,IN-2451-480,420,59,2026-07-18,WH-02,partial
PO-000883,SUP-133,CH-4178-091,342,584,2026-07-06,WH-01,partial
PO-000884,SUP-001,IN-1233-2253,283,380,2026-08-06,WH-02,partial
PO-000885,SUP-178,PO-9915-940,565,782,2026-07-19,WH-01,partial
PO-000886,SUP-115,FL-8213-411,235,302,2026-07-18,WH-01,pending
PO-000887,SUP-153,CH-5719-3232,949,458,2026-07-17,WH-01,accepted
PO-000888,SUP-163,IN-5064-3626,65,46,2026-07-26,WH-01,accepted
PO-000889,SUP-072,CH-1087-4890,180,289,2026-08-03,WH-02,pending
PO-000890,SUP-120,CH-6019-1806,643,314,2026-07-28,WH-01,accepted
PO-000891,SUP-067,IN-4886-637,294,379,2026-07-15,WH-02,accepted
PO-000892,SUP-135,IN-2532-2258,335,402,2026-07-09,WH-01,pending
PO-000893,SUP-024,PO-1041-3037,954,252,2026-07-09,WH-02,accepted
PO-000894,SUP-197,CH-5172-3070,360,105,2026-07-17,WH-02,accepted
PO-000895,SUP-125,FL-3704-4220,625,537,2026-08-04,WH-02,accepted
PO-000896,SUP-101,IN-3029-4339,158,880,2026-07-21,WH-01,accepted
PO-000897,SUP-044,EL-4781-3837,608,816,2026-08-05,WH-02,accepted
PO-000898,SUP-004,CH-8594-2318,287,226,2026-07-30,WH-02,pending
PO-000899,SUP-172,IN-8016-4007,938,131,2026-07-13,WH-01,accepted
PO-000900,SUP-077,IN-8136-4054,627,640,2026-07-29,WH-02,partial
PO-000901,SUP-028,IN-1480-902,279,340,2026-07-24,WH-01,pending
PO-000902,SUP-085,FL-6761-3134,898,623,2026-07-29,WH-01,partial
PO-000903,SUP-065,CH-1270-346,864,728,2026-07-09,WH-02,accepted
PO-000904,SUP-195,IN-1470-2312,439,163,2026-07-22,WH-02,accepted
PO-000905,SUP-102,PO-7571-3400,752,357,2026-07-20,WH-01,accepted
PO-000906,SUP-037,CH-9452-1981,604,860,2026-07-18,WH-01,partial
PO-000907,SUP-008,EL-5121-2583,906,941,2026-08-06,WH-01,accepted
PO-000908,SUP-066,IN-2158-2741,883,732,2026-07-18,WH-01,accepted
PO-000909,SUP-128,CH-1449-1954,804,58,2026-08-01,WH-01,accepted
PO-000910,SUP-147,CH-7509-2026,715,756,2026-08-04,WH-01,partial
PO-000911,SUP-031,CH-7885-2120,389,599,2026-07-14,WH-02,pending
PO-000912,SUP-096,EL-1620-2653,609,388,2026-07-11,WH-01,partial
PO-000913,SUP-013,CH-3735-2575,696,547,2026-07-15,WH-01,pending
PO-000914,SUP-181,PO-3620-3783,310,477,2026-07-31,WH-02,accepted
PO-000915,SUP-147,EL-7091-1415,600,473,2026-08-01,WH-01,accepted
PO-000916,SUP-146,IN-1521-3677,819,122,2026-07-28,WH-02,accepted
PO-000917,SUP-060,FL-4624-1389,378,259,2026-07-24,WH-01,partial
PO-000918,SUP-079,EL-3298-2039,423,61,2026-08-06,WH-01,accepted
PO-000919,SUP-154,IN-7739-4180,255,502,2026-07-27,WH-02,pending
PO-000920,SUP-014,CH-5003-3888,838,419,2026-07-20,WH-02,pending
PO-000921,SUP-165,CH-2591-4775,798,125,2026-07-14,WH-01,accepted
PO-000922,SUP-094,EL-2230-127,587,621,2026-07-04,WH-01,accepted
PO-000923,SUP-034,CH-9580-4051,311,902,2026-07-22,WH-02,accepted
PO-000924,SUP-099,EL-2027-4914,775,109,2026-07-31,WH-01,partial
PO-000925,SUP-056,FL-8074-4766,428,760,2026-07-21,WH-01,pending
PO-000926,SUP-071,PO-4124-2151,647,795,2026-07-07,WH-01,partial
PO-000927,SUP-067,FL-4823-226,63,468,2026-08-02,WH-02,accepted
PO-000928,SUP-122,PO-3122-3084,558,991,2026-08-02,WH-02,pending
PO-000929,SUP-160,CH-2596-156,439,774,2026-08-05,WH-01,accepted
PO-000930,SUP-134,FL-7713-987,988,79,2026-07-19,WH-01,accepted
PO-000931,SUP-050,IN-3365-1336,488,231,2026-08-06,WH-02,accepted
PO-000932,SUP-053,FL-9246-2886,910,983,2026-07-15,WH-02,partial
PO-000933,SUP-098,FL-5268-4535,302,1000,2026-08-04,WH-01,accepted
PO-000934,SUP-155,EL-6980-3524,533,649,2026-07-22,WH-02,accepted
PO-000935,SUP-194,IN-9342-4868,286,212,2026-07-10,WH-02,accepted
PO-000936,SUP-022,PO-8648-741,73,544,2026-07-17,WH-01,accepted
PO-000937,SUP-193,FL-8997-2998,715,140,2026-07-20,WH-01,pending
PO-000938,SUP-105,IN-3665-2524,454,76,2026-07-09,WH-02,accepted
PO-000939,SUP-156,PO-7250-1484,58,287,2026-07-04,WH-02,accepted
PO-000940,SUP-061,EL-8566-3384,444,860,2026-07-30,WH-01,accepted
PO-000941,SUP-125,IN-2488-2545,160,855,2026-07-26,WH-01,pending
PO-000942,SUP-001,FL-5879-3812,115,51,2026-07-05,WH-02,accepted
PO-000943,SUP-138,PO-3021-3149,590,303,2026-07-08,WH-02,accepted
PO-000944,SUP-194,FL-3550-3506,942,642,2026-08-05,WH-02,pending
PO-000945,SUP-182,PO-9918-3082,723,398,2026-07-30,WH-02,accepted
PO-000946,SUP-022,EL-1158-2811,776,177,2026-08-06,WH-02,pending
PO-000947,SUP-054,IN-4170-319,962,85,2026-08-07,WH-01,pending
PO-000948,SUP-154,PO-4425-516,159,271,2026-07-21,WH-01,pending
PO-000949,SUP-004,FL-4436-153,191,578,2026-07-21,WH-01,pending
PO-000950,SUP-095,CH-4867-2111,274,748,2026-07-04,WH-02,pending
PO-000951,SUP-118,EL-9765-2466,196,290,2026-07-16,WH-02,pending
PO-000952,SUP-099,CH-1742-3935,107,45,2026-08-01,WH-02,partial
PO-000953,SUP-157,EL-7737-2262,163,962,2026-07-20,WH-02,pending
PO-000954,SUP-052,CH-7756-1200,394,267,2026-07-05,WH-01,accepted
PO-000955,SUP-159,FL-9071-3581,773,382,2026-08-01,WH-02,accepted
PO-000956,SUP-143,FL-3828-4096,676,494,2026-07-26,WH-01,accepted
PO-000957,SUP-100,EL-6890-4690,976,662,2026-07-09,WH-01,accepted
PO-000958,SUP-193,CH-7171-430,831,428,2026-08-02,WH-02,pending
PO-000959,SUP-087,PO-8337-3978,739,156,2026-07-18,WH-02,pending
PO-000960,SUP-102,PO-3634-3485,338,772,2026-07-25,WH-02,accepted
PO-000961,SUP-078,FL-7106-413,113,464,2026-07-11,WH-01,accepted
PO-000962,SUP-005,FL-8657-3260,452,655,2026-07-12,WH-01,partial
PO-000963,SUP-104,FL-9003-742,984,126,2026-07-07,WH-01,partial
PO-000964,SUP-095,FL-1540-210,771,595,2026-07-22,WH-02,accepted
PO-000965,SUP-079,IN-5203-154,724,395,2026-08-02,WH-02,accepted
PO-000966,SUP-097,IN-1957-1834,738,202,2026-07-10,WH-02,accepted
PO-000967,SUP-185,FL-4650-763,827,244,2026-07-16,WH-02,accepted
PO-000968,SUP-172,EL-3193-412,75,848,2026-07-18,WH-02,accepted
PO-000969,SUP-088,PO-6375-3072,816,410,2026-07-19,WH-02,partial
PO-000970,SUP-150,FL-3681-1653,208,576,2026-08-02,WH-02,partial
PO-000971,SUP-184,IN-2276-4689,159,983,2026-07-07,WH-02,pending
PO-000972,SUP-078,PO-7760-4306,583,236,2026-08-04,WH-02,accepted
PO-000973,SUP-190,EL-8221-4769,867,365,2026-07-30,WH-02,pending
PO-000974,SUP-009,IN-4886-637,749,703,2026-08-04,WH-02,pending
PO-000975,SUP-063,FL-4577-230,980,712,2026-07-07,WH-02,partial
PO-000976,SUP-165,EL-6166-2182,979,488,2026-07-07,WH-02,accepted
PO-000977,SUP-007,PO-6617-1627,171,584,2026-07-20,WH-01,pending
PO-000978,SUP-024,EL-7125-3683,248,587,2026-07-06,WH-02,partial
PO-000979,SUP-062,FL-1312-1852,660,404,2026-07-05,WH-02,accepted
PO-000980,SUP-073,EL-6549-2804,689,176,2026-07-10,WH-01,pending
PO-000981,SUP-021,FL-7978-4244,300,161,2026-07-22,WH-01,accepted
PO-000982,SUP-187,FL-8178-171,541,597,2026-07-17,WH-02,partial
PO-000983,SUP-178,PO-6978-747,864,936,2026-07-28,WH-01,pending
PO-000984,SUP-142,IN-3059-1055,688,117,2026-07-15,WH-02,partial
PO-000985,SUP-182,EL-2867-292,721,453,2026-08-02,WH-02,accepted
PO-000986,SUP-121,CH-7040-2836,233,334,2026-07-28,WH-01,partial
PO-000987,SUP-157,CH-6365-886,191,252,2026-07-12,WH-01,pending
PO-000988,SUP-114,CH-3390-1486,783,625,2026-07-16,WH-01,pending
PO-000989,SUP-098,PO-9901-4788,708,457,2026-08-05,WH-01,partial
PO-000990,SUP-187,FL-2526-630,907,784,2026-07-11,WH-01,accepted
PO-000991,SUP-157,CH-1356-663,563,373,2026-07-17,WH-01,accepted
PO-000992,SUP-034,FL-2189-3767,250,860,2026-07-15,WH-01,accepted
PO-000993,SUP-084,CH-9964-2139,229,254,2026-08-07,WH-01,pending
PO-000994,SUP-098,FL-9211-4958,633,177,2026-07-09,WH-01,accepted
PO-000995,SUP-080,PO-6423-858,149,301,2026-07-22,WH-02,accepted
PO-000996,SUP-197,EL-1636-013,164,707,2026-07-05,WH-02,partial
PO-000997,SUP-104,EL-8394-2587,834,461,2026-07-23,WH-01,pending
PO-000998,SUP-072,CH-8993-1586,893,587,2026-07-12,WH-02,partial
PO-000999,SUP-048,FL-6159-1317,607,994,2026-08-06,WH-02,pending
PO-001000,SUP-156,PO-4012-3670,154,828,2026-08-03,WH-02,accepted
PO-001001,SUP-137,FL-3154-1466,333,492,2026-07-22,WH-01,accepted
PO-001002,SUP-029,EL-8451-2020,700,379,2026-08-07,WH-01,accepted
PO-001003,SUP-187,IN-7408-4435,628,384,2026-07-14,WH-02,accepted
PO-001004,SUP-160,IN-1278-1230,208,734,2026-07-19,WH-01,accepted
PO-001005,SUP-193,PO-4205-510,550,636,2026-07-28,WH-02,accepted
PO-001006,SUP-061,EL-7571-3086,179,609,2026-07-24,WH-02,partial
PO-001007,SUP-191,FL-1526-3548,847,973,2026-08-07,WH-01,accepted
PO-001008,SUP-094,FL-9346-3487,834,183,2026-07-12,WH-02,pending
PO-001009,SUP-154,IN-7068-877,347,892,2026-07-20,WH-01,accepted
PO-001010,SUP-030,FL-6734-4856,407,299,2026-07-07,WH-01,partial
PO-001011,SUP-071,IN-1286-2241,639,161,2026-08-02,WH-01,partial
PO-001012,SUP-186,FL-8657-3260,400,941,2026-07-16,WH-02,accepted
PO-001013,SUP-035,CH-1169-598,774,257,2026-08-01,WH-01,pending
PO-001014,SUP-059,CH-8469-234,456,822,2026-07-12,WH-02,accepted
PO-001015,SUP-143,FL-9107-2289,117,891,2026-07-11,WH-01,accepted
PO-001016,SUP-119,FL-2014-050,720,630,2026-07-27,WH-01,accepted
PO-001017,SUP-165,FL-3342-1293,607,117,2026-07-06,WH-02,accepted
PO-001018,SUP-176,PO-9594-3634,323,517,2026-07-09,WH-02,accepted
PO-001019,SUP-119,IN-3659-274,281,809,2026-07-20,WH-01,accepted
PO-001020,SUP-106,CH-9185-4979,656,123,2026-07-24,WH-02,pending
PO-001021,SUP-181,EL-7391-955,443,41,2026-07-20,WH-02,partial
PO-001022,SUP-046,PO-4124-2151,580,550,2026-07-14,WH-02,partial
PO-001023,SUP-084,FL-2189-3767,327,916,2026-07-23,WH-01,accepted
PO-001024,SUP-174,CH-3360-3421,313,231,2026-07-22,WH-02,accepted
PO-001025,SUP-107,FL-6246-1918,73,586,2026-07-28,WH-02,accepted
PO-001026,SUP-144,EL-1631-1861,988,556,2026-07-11,WH-01,accepted
PO-001027,SUP-017,CH-8865-750,476,717,2026-07-12,WH-02,pending
PO-001028,SUP-108,EL-5938-1275,229,552,2026-07-15,WH-02,accepted
PO-001029,SUP-007,FL-7875-3724,783,287,2026-07-23,WH-02,accepted
PO-001030,SUP-116,CH-9324-1574,900,311,2026-07-04,WH-02,pending
PO-001031,SUP-041,IN-8993-208,251,738,2026-07-18,WH-01,accepted
PO-001032,SUP-078,CH-7998-1751,632,818,2026-08-03,WH-02,pending
PO-001033,SUP-076,EL-4485-4225,123,976,2026-07-13,WH-01,pending
PO-001034,SUP-005,PO-9752-4263,54,245,2026-07-11,WH-02,partial
PO-001035,SUP-140,EL-8050-4934,338,759,2026-08-03,WH-01,pending
PO-001036,SUP-008,FL-5009-2220,664,585,2026-07-26,WH-01,accepted
PO-001037,SUP-074,PO-7904-092,109,39,2026-07-21,WH-01,accepted
