id,description,family,weight_kg,wms_weight_kg,erp_weight_kg,fitment_wms,fitment_erp,storage_class,hazmat,supplier,bin,bin_active,reorder_point,safety_stock
CH-3102-2161,Brake line manifold RH,Chassis,12.34,12.34,12.34,LH,LH,ambient,False,SUP-175,A-12-12,True,77,80
FL-8957-2162,Washer concentrate Gen 2,Fluids,19.34,19.34,19.34,RH,RH,hazmat,True,SUP-074,B-07-06,True,195,81
PO-2198-2163,Clutch actuator Premium,Powertrain,0.96,0.96,0.96,RH,RH,ambient,False,SUP-145,Q-04-17,True,121,62
EL-3565-2164,Power distribution unit Premium,Electronics,5.62,5.62,5.62,LH,LH,ambient,False,SUP-115,Q-04-14,True,97,65
EL-9913-2165,Radar sensor LH,Electronics,17.74,17.74,17.74,LH,LH,ambient,False,SUP-134,HZ-02-04,True,87,38
IN-6717-2166,Seat rail Premium,Interior,1.5,1.5,1.5,LH,LH,ambient,False,SUP-030,B-07-14,True,131,61
EL-6465-2167,ECU control module Gen 2,Electronics,2.01,2.01,2.01,LH,LH,ambient,False,SUP-140,B-07-15,True,194,34
PO-9257-2168,Gear selector Premium,Powertrain,0.99,0.99,0.99,LH,LH,ambient,False,SUP-040,Q-04-13,True,206,27
PO-6592-2169,Clutch actuator LH,Powertrain,23.52,23.52,23.52,RH,RH,ambient,False,SUP-130,Q-04-09,True,219,39
PO-6497-2170,Clutch actuator Gen 2,Powertrain,1.89,1.89,1.89,LH,LH,ambient,False,SUP-040,HZ-02-02,True,154,53
IN-9346-2171,Wiring harness assembly LH,Interior,21.74,21.74,21.74,LH,LH,ambient,False,SUP-064,B-07-10,True,76,32
IN-4766-2172,Seat rail LH,Interior,20.71,20.71,20.71,RH,RH,ambient,False,SUP-193,A-12-18,True,187,77
FL-4557-2173,Sealant cartridge Gen 2,Fluids,6.68,6.68,6.68,LH,LH,ambient,False,SUP-004,A-12-11,True,171,73
IN-5583-2174,Wiring harness assembly Gen 2,Interior,22.5,22.5,22.5,LH,LH,ambient,False,SUP-103,JIS-07-09,True,135,60
PO-8731-2175,Clutch actuator Premium,Powertrain,19.35,19.35,19.35,RH,RH,ambient,False,SUP-164,Q-04-17,True,211,48
PO-4739-2176,Torque converter Premium,Powertrain,22.03,22.03,22.03,LH,LH,ambient,False,SUP-199,A-12-09,True,114,80
PO-4322-2177,Fuel rail Gen 2,Powertrain,0.49,0.49,0.49,LH,LH,ambient,False,SUP-113,HZ-02-12,True,133,78
CH-5278-2178,Steering knuckle RH,Chassis,5.72,5.72,5.72,RH,RH,ambient,False,SUP-171,JIS-07-08,True,116,62
CH-5731-2179,Brake line manifold Gen 2,Chassis,20.88,20.88,20.88,LH,LH,ambient,False,SUP-095,B-07-15,True,81,72
EL-8271-2180,Camera harness Gen 2,Electronics,11.57,11.57,11.57,RH,RH,ambient,False,SUP-121,JIS-07-10,True,173,87
CH-9828-2181,Steering knuckle RH,Chassis,22.71,22.71,22.71,LH,LH,ambient,False,SUP-186,JIS-07-02,True,98,55
IN-3565-2182,Console module Premium,Interior,6.68,6.68,6.68,LH,LH,ambient,False,SUP-199,JIS-07-07,True,159,40
FL-3346-2183,Coolant additive Gen 2,Fluids,7.14,7.14,7.14,LH,LH,hazmat,True,SUP-054,HZ-02-16,True,115,79
CH-8410-2184,Control arm Gen 2,Chassis,15.09,15.09,15.09,RH,RH,ambient,False,SUP-106,A-12-11,True,139,70
FL-9438-2185,Washer concentrate Premium,Fluids,9.19,9.19,9.19,LH,LH,hazmat,True,SUP-102,B-07-16,True,176,37
FL-1970-2186,Brake fluid reservoir LH,Fluids,24.16,24.16,24.16,LH,LH,ambient,False,SUP-175,B-07-13,True,100,86
CH-3249-2187,Steering knuckle Premium,Chassis,3.48,3.48,3.48,RH,RH,ambient,False,SUP-027,B-07-18,True,220,40
EL-7845-2188,ECU control module RH,Electronics,9.37,9.37,9.37,RH,RH,ambient,False,SUP-139,HZ-02-07,True,209,38
EL-6016-2189,ECU control module LH,Electronics,11.15,11.15,11.15,RH,RH,ambient,False,SUP-073,A-12-03,True,98,51
PO-7499-2190,Torque converter LH,Powertrain,5.34,5.34,5.34,LH,LH,ambient,False,SUP-030,HZ-02-09,True,217,64
PO-2748-2191,Fuel rail Gen 2,Powertrain,14.32,14.32,14.32,LH,LH,ambient,False,SUP-195,Q-04-03,True,68,85
EL-9331-2192,ECU control module LH,Electronics,14.69,14.69,14.69,RH,RH,ambient,False,SUP-135,A-12-13,True,202,45
IN-2195-2193,Wiring harness assembly RH,Interior,7.31,7.31,7.31,LH,LH,ambient,False,SUP-147,A-12-06,True,102,41
IN-7280-2194,Wiring harness assembly LH,Interior,19.26,19.26,19.26,LH,LH,ambient,False,SUP-164,B-07-15,True,105,61
CH-1250-2195,Control arm LH,Chassis,15.01,15.01,15.01,RH,RH,ambient,False,SUP-147,JIS-07-11,True,219,50
IN-7464-2196,Wiring harness assembly RH,Interior,12.06,12.06,12.06,LH,LH,ambient,False,SUP-091,HZ-02-03,True,180,66
FL-5381-2197,Brake fluid reservoir Premium,Fluids,23.36,23.36,23.36,RH,RH,hazmat,True,SUP-024,HZ-02-10,True,127,44
CH-3276-2198,Control arm Premium,Chassis,4.02,4.02,4.02,RH,RH,ambient,False,SUP-165,Q-04-11,True,75,65
CH-9071-2199,Brake line manifold RH,Chassis,12.26,12.26,12.26,LH,LH,ambient,False,SUP-143,A-12-16,True,107,81
PO-3098-2200,Fuel rail Premium,Powertrain,14.96,14.96,14.96,RH,RH,ambient,False,SUP-072,JIS-07-12,True,133,90
FL-9345-2201,Washer concentrate Premium,Fluids,14.61,14.61,14.61,RH,RH,ambient,False,SUP-178,HZ-02-01,True,212,41
CH-4814-2202,Control arm LH,Chassis,13.18,13.18,13.18,RH,RH,ambient,False,SUP-017,B-07-13,True,121,31
EL-1359-2203,Radar sensor RH,Electronics,20.05,20.05,20.05,RH,RH,ambient,False,SUP-092,A-12-08,True,123,81
PO-2908-2204,Gear selector RH,Powertrain,13.97,13.97,13.97,LH,LH,ambient,False,SUP-153,JIS-07-10,True,91,32
IN-9825-2205,Door trim panel Premium,Interior,19.39,19.39,19.39,LH,LH,ambient,False,SUP-081,B-07-01,True,132,53
IN-3678-2206,Wiring harness assembly LH,Interior,12.68,12.68,12.68,RH,RH,ambient,False,SUP-059,JIS-07-01,True,167,25
CH-5312-2207,Brake line manifold Gen 2,Chassis,8.87,8.87,8.87,RH,RH,ambient,False,SUP-031,B-07-02,True,214,87
CH-5926-2208,Control arm LH,Chassis,23.04,23.04,23.04,RH,RH,ambient,False,SUP-065,HZ-02-13,True,174,75
IN-6789-2209,Wiring harness assembly Premium,Interior,22.52,22.52,22.52,RH,RH,ambient,False,SUP-060,B-07-16,True,180,50
FL-6392-2210,Washer concentrate Gen 2,Fluids,24.06,24.06,24.06,RH,RH,hazmat,True,SUP-128,HZ-02-03,True,112,75
PO-3776-2211,Fuel rail LH,Powertrain,3.41,3.41,3.41,RH,RH,ambient,False,SUP-123,Q-04-02,True,194,48
FL-4860-2212,Coolant additive Gen 2,Fluids,16.13,16.13,16.13,RH,RH,hazmat,True,SUP-125,HZ-02-08,True,143,83
CH-7348-2213,Brake line manifold Premium,Chassis,20.97,20.97,20.97,LH,LH,ambient,False,SUP-050,Q-04-11,True,82,30
PO-1300-2214,Gear selector RH,Powertrain,20.31,20.31,20.31,LH,LH,ambient,False,SUP-189,HZ-02-01,True,84,88
FL-5499-2215,Brake fluid reservoir RH,Fluids,13.08,13.08,13.08,LH,LH,ambient,False,SUP-185,HZ-02-17,True,185,44
PO-9113-2216,Clutch actuator LH,Powertrain,9.33,9.33,9.33,RH,RH,ambient,False,SUP-059,B-07-01,True,168,28
EL-2308-2217,Camera harness Premium,Electronics,20.29,20.29,20.29,RH,RH,ambient,False,SUP-135,A-12-03,True,191,60
FL-7822-2218,Washer concentrate LH,Fluids,9.74,9.74,9.74,LH,LH,ambient,False,SUP-048,Q-04-13,True,144,85
IN-9386-2219,Wiring harness assembly Gen 2,Interior,11.78,11.78,11.78,LH,LH,ambient,False,SUP-147,B-07-07,True,192,30
PO-3916-2220,Clutch actuator LH,Powertrain,16.77,16.77,16.77,LH,LH,ambient,False,SUP-003,B-07-05,True,187,32
IN-9318-2221,Door trim panel LH,Interior,2.65,2.65,2.65,LH,LH,ambient,False,SUP-163,Q-04-16,True,65,82
EL-8975-2222,Camera harness RH,Electronics,4.56,4.56,4.56,RH,RH,ambient,False,SUP-004,A-12-08,True,181,58
CH-2878-2223,Wheel carrier RH,Chassis,8.36,8.36,8.36,RH,RH,ambient,False,SUP-012,A-12-03,True,171,49
FL-7603-2224,Brake fluid reservoir Premium,Fluids,10.46,10.46,10.46,RH,RH,hazmat,True,SUP-042,B-07-17,True,116,73
IN-3154-2225,Seat rail RH,Interior,10.74,10.74,10.74,LH,LH,ambient,False,SUP-115,B-07-16,True,134,67
PO-9980-2226,Clutch actuator Gen 2,Powertrain,17.44,17.44,17.44,LH,LH,ambient,False,SUP-171,A-12-07,True,132,55
EL-8543-2227,Power distribution unit LH,Electronics,6.81,6.81,6.81,LH,LH,ambient,False,SUP-148,Q-04-17,True,196,40
PO-2654-2228,Fuel rail Gen 2,Powertrain,14.09,14.09,14.09,LH,LH,ambient,False,SUP-121,JIS-07-03,True,69,40
FL-1673-2229,Sealant cartridge Premium,Fluids,12.94,12.94,12.94,RH,RH,ambient,False,SUP-082,B-07-01,True,123,41
EL-8624-2230,Radar sensor Gen 2,Electronics,12.95,12.95,12.95,LH,LH,ambient,False,SUP-125,JIS-07-01,True,123,39
FL-6665-2231,Washer concentrate RH,Fluids,6.61,6.61,6.61,RH,RH,hazmat,True,SUP-184,JIS-07-04,True,95,66
EL-6846-2232,ECU control module RH,Electronics,5.39,5.39,5.39,LH,LH,ambient,False,SUP-199,B-07-13,True,153,74
EL-2136-2233,Radar sensor Premium,Electronics,6.22,6.22,6.22,RH,RH,ambient,False,SUP-177,HZ-02-13,True,180,35
PO-1196-2234,Fuel rail Gen 2,Powertrain,16.09,16.09,16.09,LH,LH,ambient,False,SUP-030,B-07-04,True,220,53
IN-9838-2235,Wiring harness assembly LH,Interior,22.13,22.13,22.13,RH,RH,ambient,False,SUP-195,B-07-04,True,174,30
PO-1242-2236,Gear selector RH,Powertrain,2.0,2.0,2.0,RH,RH,ambient,False,SUP-045,Q-04-05,True,160,82
IN-9861-2237,Seat rail RH,Interior,6.27,6.27,6.27,LH,LH,ambient,False,SUP-041,HZ-02-06,True,203,50
PO-3764-2238,Gear selector RH,Powertrain,5.75,5.75,5.75,LH,LH,ambient,False,SUP-113,HZ-02-06,True,105,81
IN-5516-2239,Door trim panel Premium,Interior,17.45,17.45,17.45,RH,RH,ambient,False,SUP-086,B-07-18,True,109,74
FL-3769-2240,Sealant cartridge LH,Fluids,2.01,2.01,2.01,LH,LH,hazmat,True,SUP-194,JIS-07-16,True,176,42
IN-2199-2241,Wiring harness assembly Gen 2,Interior,8.07,8.07,8.07,LH,LH,ambient,False,SUP-173,HZ-02-02,True,204,79
EL-6359-2242,Radar sensor RH,Electronics,3.96,3.96,3.96,RH,RH,ambient,False,SUP-185,A-12-08,True,209,88
FL-7244-2243,Coolant additive LH,Fluids,23.04,23.04,23.04,RH,RH,ambient,False,SUP-163,B-07-14,True,161,68
PO-1975-2244,Torque converter Gen 2,Powertrain,0.44,0.44,0.44,RH,RH,ambient,False,SUP-022,A-12-04,True,202,90
PO-4331-2245,Gear selector Premium,Powertrain,23.13,23.13,23.13,RH,RH,ambient,False,SUP-078,A-12-18,True,128,43
PO-3296-2246,Torque converter RH,Powertrain,12.19,12.19,12.19,RH,RH,ambient,False,SUP-065,HZ-02-03,True,99,41
PO-2000-2247,Clutch actuator Premium,Powertrain,20.09,20.09,20.09,LH,LH,ambient,False,SUP-081,A-12-08,True,126,69
IN-2138-2248,Wiring harness assembly Premium,Interior,20.27,20.27,20.27,RH,RH,ambient,False,SUP-067,B-07-16,True,159,31
FL-9894-2249,Coolant additive Premium,Fluids,10.59,10.59,10.59,RH,RH,ambient,False,SUP-188,JIS-07-18,True,202,45
FL-8059-2250,Sealant cartridge LH,Fluids,2.64,2.64,2.64,RH,RH,ambient,False,SUP-084,HZ-02-02,True,220,35
PO-5880-2251,Fuel rail Gen 2,Powertrain,21.66,21.66,21.66,LH,LH,ambient,False,SUP-143,Q-04-01,True,208,80
EL-9383-2252,ECU control module LH,Electronics,1.31,1.31,1.31,RH,RH,ambient,False,SUP-045,Q-04-03,True,77,84
CH-6630-2253,Brake line manifold Gen 2,Chassis,12.33,12.33,12.33,RH,RH,ambient,False,SUP-192,B-07-08,True,208,38
FL-8768-2254,Brake fluid reservoir Premium,Fluids,19.55,19.55,19.55,RH,RH,ambient,False,SUP-103,A-12-17,True,107,34
IN-6879-2255,Wiring harness assembly RH,Interior,2.82,2.82,2.82,RH,RH,ambient,False,SUP-178,JIS-07-17,True,173,63
EL-5128-2256,ECU control module LH,Electronics,14.66,14.66,14.66,LH,LH,ambient,False,SUP-116,A-12-05,True,165,55
EL-8476-2257,Camera harness LH,Electronics,20.14,20.14,20.14,RH,RH,ambient,False,SUP-034,A-12-11,True,75,64
CH-8341-2258,Brake line manifold Premium,Chassis,15.01,15.01,15.01,RH,RH,ambient,False,SUP-051,Q-04-05,True,173,67
IN-8062-2259,Console module Gen 2,Interior,1.35,1.35,1.35,RH,RH,ambient,False,SUP-179,Q-04-18,True,202,79
FL-5272-2260,Brake fluid reservoir Premium,Fluids,12.58,12.58,12.58,RH,RH,ambient,False,SUP-041,HZ-02-11,True,165,51
IN-5736-2261,Wiring harness assembly Gen 2,Interior,8.98,8.98,8.98,RH,RH,ambient,False,SUP-187,A-12-12,True,203,56
PO-5888-2262,Clutch actuator Gen 2,Powertrain,23.54,23.54,23.54,LH,LH,ambient,False,SUP-118,JIS-07-12,True,200,44
PO-1088-2263,Gear selector Gen 2,Powertrain,11.6,11.6,11.6,LH,LH,ambient,False,SUP-082,Q-04-07,True,208,86
FL-3717-2264,Coolant additive LH,Fluids,18.96,18.96,18.96,RH,RH,ambient,False,SUP-088,A-12-15,True,90,29
FL-9880-2265,Sealant cartridge RH,Fluids,21.46,21.46,21.46,RH,RH,ambient,False,SUP-060,A-12-02,True,140,36
FL-6265-2266,Brake fluid reservoir RH,Fluids,16.82,16.82,16.82,LH,LH,ambient,False,SUP-120,HZ-02-14,True,198,87
EL-2847-2267,Camera harness LH,Electronics,8.72,8.72,8.72,LH,LH,ambient,False,SUP-119,B-07-16,True,207,73
EL-3379-2268,Power distribution unit Premium,Electronics,13.42,13.42,13.42,LH,LH,ambient,False,SUP-069,B-07-12,True,100,80
PO-4338-2269,Fuel rail Premium,Powertrain,15.82,15.82,15.82,LH,LH,ambient,False,SUP-172,Q-04-12,True,85,80
EL-1016-2270,Power distribution unit RH,Electronics,11.5,11.5,11.5,LH,LH,ambient,False,SUP-171,HZ-02-15,True,70,79
FL-3061-2271,Sealant cartridge Premium,Fluids,4.45,4.45,4.45,RH,RH,ambient,False,SUP-151,Q-04-03,True,67,28
FL-9569-2272,Sealant cartridge Gen 2,Fluids,4.51,4.51,4.51,RH,RH,hazmat,True,SUP-008,JIS-07-02,True,176,53
CH-7186-2273,Wheel carrier Gen 2,Chassis,3.53,3.53,3.53,LH,LH,ambient,False,SUP-108,A-12-01,True,142,32
CH-7585-2274,Brake line manifold Premium,Chassis,8.19,8.19,8.19,LH,LH,ambient,False,SUP-186,Q-04-08,True,97,69
EL-9005-2275,Power distribution unit Gen 2,Electronics,12.17,12.17,12.17,LH,LH,ambient,False,SUP-046,HZ-02-01,True,164,61
PO-1687-2276,Clutch actuator Gen 2,Powertrain,13.84,13.84,13.84,LH,LH,ambient,False,SUP-129,A-12-08,True,125,76
PO-5497-2277,Clutch actuator Premium,Powertrain,22.55,22.55,22.55,LH,LH,ambient,False,SUP-160,B-07-08,True,149,77
CH-5457-2278,Wheel carrier RH,Chassis,20.33,20.33,20.33,RH,RH,ambient,False,SUP-182,JIS-07-09,True,208,69
PO-1123-2279,Fuel rail Gen 2,Powertrain,8.76,8.76,8.76,LH,LH,ambient,False,SUP-016,JIS-07-12,True,88,48
PO-1034-2280,Gear selector LH,Powertrain,17.41,17.41,17.41,LH,LH,ambient,False,SUP-181,HZ-02-13,True,189,74
FL-7599-2281,Sealant cartridge Premium,Fluids,2.47,2.47,2.47,LH,LH,hazmat,True,SUP-113,B-07-01,True,71,33
EL-7378-2282,Power distribution unit RH,Electronics,15.92,15.92,15.92,RH,RH,ambient,False,SUP-060,HZ-02-16,True,68,28
CH-4537-2283,Wheel carrier Premium,Chassis,11.02,11.02,11.02,LH,LH,ambient,False,SUP-195,B-07-13,True,195,30
CH-5918-2284,Wheel carrier Premium,Chassis,3.96,3.96,3.96,RH,RH,ambient,False,SUP-039,HZ-02-03,True,89,34
CH-7664-2285,Brake line manifold RH,Chassis,10.8,10.8,10.8,RH,RH,ambient,False,SUP-187,Q-04-01,True,204,81
FL-2330-2286,Sealant cartridge Gen 2,Fluids,21.24,21.24,21.24,RH,RH,hazmat,True,SUP-101,JIS-07-16,True,63,27
PO-9943-2287,Torque converter RH,Powertrain,4.83,4.83,4.83,RH,RH,ambient,False,SUP-087,JIS-07-06,True,88,51
IN-1068-2288,Wiring harness assembly LH,Interior,23.03,23.03,23.03,RH,RH,ambient,False,SUP-090,HZ-02-06,True,121,53
CH-4629-2289,Control arm RH,Chassis,14.21,14.21,14.21,LH,LH,ambient,False,SUP-104,A-12-05,True,62,47
CH-8784-2290,Control arm LH,Chassis,13.92,13.92,13.92,LH,LH,ambient,False,SUP-133,HZ-02-08,True,135,74
CH-8371-2291,Wheel carrier LH,Chassis,13.43,13.43,13.43,RH,RH,ambient,False,SUP-027,A-12-12,True,69,45
IN-8937-2292,Door trim panel Premium,Interior,8.44,8.44,8.44,RH,RH,ambient,False,SUP-148,Q-04-15,True,109,25
CH-6508-2293,Steering knuckle RH,Chassis,7.78,7.78,7.78,LH,LH,ambient,False,SUP-186,HZ-02-04,True,133,56
PO-8697-2294,Gear selector RH,Powertrain,19.64,19.64,19.64,LH,LH,ambient,False,SUP-008,A-12-01,True,181,78
EL-7698-2295,Power distribution unit LH,Electronics,13.54,13.54,13.54,RH,RH,ambient,False,SUP-022,HZ-02-14,True,66,84
IN-6580-2296,Door trim panel Premium,Interior,23.52,23.52,23.52,RH,RH,ambient,False,SUP-129,Q-04-07,True,98,36
IN-5287-2297,Door trim panel LH,Interior,16.04,16.04,16.04,RH,RH,ambient,False,SUP-085,JIS-07-16,True,147,76
PO-4740-2298,Clutch actuator LH,Powertrain,12.9,12.9,12.9,RH,RH,ambient,False,SUP-112,B-07-17,True,198,81
FL-3809-2299,Washer concentrate RH,Fluids,0.5,0.5,0.5,RH,RH,ambient,False,SUP-002,B-07-09,True,63,57
CH-2023-2300,Steering knuckle LH,Chassis,13.92,13.92,13.92,LH,LH,ambient,False,SUP-095,A-12-18,True,85,39
PO-6834-2301,Clutch actuator Premium,Powertrain,1.94,1.94,1.94,RH,RH,ambient,False,SUP-157,Q-04-12,True,80,45
EL-9705-2302,Power distribution unit Premium,Electronics,6.38,6.38,6.38,LH,LH,ambient,False,SUP-187,JIS-07-06,True,213,56
EL-4513-2303,Radar sensor RH,Electronics,1.56,1.56,1.56,RH,RH,ambient,False,SUP-097,A-12-08,True,95,73
IN-7308-2304,Seat rail Gen 2,Interior,11.67,11.67,11.67,LH,LH,ambient,False,SUP-192,HZ-02-15,True,165,73
EL-1958-2305,Camera harness RH,Electronics,19.19,19.19,19.19,LH,LH,ambient,False,SUP-166,HZ-02-13,True,211,31
IN-4925-2306,Console module LH,Interior,5.27,5.27,5.27,LH,LH,ambient,False,SUP-123,Q-04-16,True,198,59
EL-9891-2307,Camera harness Premium,Electronics,13.15,13.15,13.15,LH,LH,ambient,False,SUP-159,HZ-02-14,True,181,33
IN-3268-2308,Wiring harness assembly Premium,Interior,15.35,15.35,15.35,LH,LH,ambient,False,SUP-049,JIS-07-17,True,101,87
IN-1487-2309,Seat rail Premium,Interior,8.52,8.52,8.52,LH,LH,ambient,False,SUP-118,HZ-02-11,True,134,61
IN-4061-2310,Door trim panel Premium,Interior,23.5,23.5,23.5,LH,LH,ambient,False,SUP-107,JIS-07-12,True,123,86
EL-1600-2311,ECU control module LH,Electronics,0.55,0.55,0.55,RH,RH,ambient,False,SUP-082,Q-04-16,True,162,68
PO-6841-2312,Gear selector LH,Powertrain,12.55,12.55,12.55,RH,RH,ambient,False,SUP-083,HZ-02-10,True,122,75
IN-1105-2313,Console module Gen 2,Interior,13.63,13.63,13.63,RH,RH,ambient,False,SUP-137,HZ-02-09,True,213,46
PO-4486-2314,Fuel rail Gen 2,Powertrain,2.07,2.07,2.07,LH,LH,ambient,False,SUP-126,HZ-02-09,True,116,85
PO-1223-2315,Torque converter Gen 2,Powertrain,24.07,24.07,24.07,LH,LH,ambient,False,SUP-199,Q-04-11,True,80,26
FL-2632-2316,Washer concentrate RH,Fluids,23.93,23.93,23.93,RH,RH,ambient,False,SUP-158,B-07-06,True,102,48
CH-5356-2317,Brake line manifold Gen 2,Chassis,9.96,9.96,9.96,RH,RH,ambient,False,SUP-003,A-12-07,True,136,73
PO-9895-2318,Fuel rail RH,Powertrain,10.58,10.58,10.58,LH,LH,ambient,False,SUP-088,B-07-07,True,216,69
EL-1969-2319,Radar sensor LH,Electronics,7.77,7.77,7.77,RH,RH,ambient,False,SUP-131,B-07-10,True,163,54
PO-5542-2320,Clutch actuator RH,Powertrain,20.26,20.26,20.26,LH,LH,ambient,False,SUP-142,JIS-07-05,True,71,90
CH-8760-2321,Wheel carrier Gen 2,Chassis,16.18,16.18,16.18,LH,LH,ambient,False,SUP-092,Q-04-10,True,168,43
CH-7411-2322,Brake line manifold Premium,Chassis,1.34,1.34,1.34,LH,LH,ambient,False,SUP-112,JIS-07-15,True,214,39
PO-1537-2323,Torque converter Gen 2,Powertrain,18.77,18.77,18.77,RH,RH,ambient,False,SUP-124,Q-04-06,True,198,46
CH-4178-2324,Control arm Premium,Chassis,0.98,0.98,0.98,RH,RH,ambient,False,SUP-086,Q-04-11,True,80,57
EL-8020-2325,Power distribution unit LH,Electronics,7.96,7.96,7.96,RH,RH,ambient,False,SUP-094,HZ-02-06,True,65,81
PO-7849-2326,Torque converter RH,Powertrain,4.37,4.37,4.37,LH,LH,ambient,False,SUP-019,A-12-01,True,106,82
CH-7854-2327,Control arm Premium,Chassis,6.79,6.79,6.79,RH,RH,ambient,False,SUP-079,HZ-02-04,True,167,38
CH-7170-2328,Wheel carrier RH,Chassis,22.56,22.56,22.56,LH,LH,ambient,False,SUP-146,B-07-10,True,87,72
CH-1211-2329,Steering knuckle Gen 2,Chassis,9.1,9.1,9.1,LH,LH,ambient,False,SUP-059,Q-04-10,True,162,48
EL-2967-2330,Power distribution unit Premium,Electronics,22.6,22.6,22.6,RH,RH,ambient,False,SUP-072,A-12-09,True,187,83
CH-6915-2331,Brake line manifold LH,Chassis,16.3,16.3,16.3,LH,LH,ambient,False,SUP-130,B-07-14,True,213,87
FL-6634-2332,Coolant additive Gen 2,Fluids,4.45,4.45,4.45,RH,RH,ambient,False,SUP-183,B-07-02,True,121,68
PO-9249-2333,Clutch actuator RH,Powertrain,5.01,5.01,5.01,RH,RH,ambient,False,SUP-075,HZ-02-08,True,214,50
EL-1739-2334,Radar sensor Premium,Electronics,18.39,18.39,18.39,LH,LH,ambient,False,SUP-098,Q-04-09,True,208,63
IN-7802-2335,Seat rail LH,Interior,11.23,11.23,11.23,LH,LH,ambient,False,SUP-116,A-12-13,True,136,30
EL-5660-2336,ECU control module RH,Electronics,16.12,16.12,16.12,LH,LH,ambient,False,SUP-182,A-12-03,True,180,57
EL-4205-2337,ECU control module Premium,Electronics,7.75,7.75,7.75,LH,LH,ambient,False,SUP-192,A-12-09,True,128,35
FL-4974-2338,Brake fluid reservoir Gen 2,Fluids,5.25,5.25,5.25,LH,LH,hazmat,True,SUP-028,A-12-05,True,74,72
IN-4140-2339,Wiring harness assembly Premium,Interior,12.88,12.88,12.88,RH,RH,ambient,False,SUP-158,B-07-08,True,129,63
CH-4624-2340,Steering knuckle LH,Chassis,6.03,6.03,6.03,LH,LH,ambient,False,SUP-022,A-12-02,True,70,83
CH-3878-2341,Control arm RH,Chassis,7.66,7.66,7.66,RH,RH,ambient,False,SUP-027,A-12-03,True,100,40
IN-7537-2342,Console module Premium,Interior,16.97,16.97,16.97,LH,LH,ambient,False,SUP-142,JIS-07-07,True,89,39
FL-1811-2343,Sealant cartridge Gen 2,Fluids,11.41,11.41,11.41,LH,LH,ambient,False,SUP-079,HZ-02-06,True,184,25
PO-2903-2344,Fuel rail LH,Powertrain,0.66,0.66,0.66,LH,LH,ambient,False,SUP-092,JIS-07-12,True,66,41
FL-5214-2345,Washer concentrate Gen 2,Fluids,11.9,11.9,11.9,RH,RH,hazmat,True,SUP-139,A-12-09,True,73,27
EL-1356-2346,Camera harness RH,Electronics,19.66,19.66,19.66,LH,LH,ambient,False,SUP-074,HZ-02-16,True,118,67
PO-4504-2347,Torque converter RH,Powertrain,12.49,12.49,12.49,LH,LH,ambient,False,SUP-197,Q-04-07,True,180,40
PO-9214-2348,Fuel rail LH,Powertrain,23.91,23.91,23.91,LH,LH,ambient,False,SUP-042,Q-04-12,True,101,75
EL-8752-2349,Camera harness LH,Electronics,4.82,4.82,4.82,RH,RH,ambient,False,SUP-087,JIS-07-12,True,218,50
EL-3595-2350,Power distribution unit Premium,Electronics,14.11,14.11,14.11,LH,LH,ambient,False,SUP-173,JIS-07-15,True,140,52
CH-8664-2351,Brake line manifold Premium,Chassis,17.48,17.48,17.48,RH,RH,ambient,False,SUP-102,B-07-02,True,133,57
FL-5369-2352,Washer concentrate LH,Fluids,17.92,17.92,17.92,LH,LH,ambient,False,SUP-143,A-12-16,True,187,29
CH-4669-2353,Wheel carrier RH,Chassis,22.42,22.42,22.42,RH,RH,ambient,False,SUP-001,A-12-05,True,94,88
IN-4266-2354,Door trim panel RH,Interior,7.78,7.78,7.78,RH,RH,ambient,False,SUP-151,B-07-11,True,187,81
FL-6464-2355,Washer concentrate Premium,Fluids,13.92,13.92,13.92,RH,RH,ambient,False,SUP-043,JIS-07-01,True,198,67
IN-2769-2356,Door trim panel Premium,Interior,7.13,7.13,7.13,RH,RH,ambient,False,SUP-193,A-12-17,True,137,78
PO-9441-2357,Clutch actuator LH,Powertrain,11.52,11.52,11.52,LH,LH,ambient,False,SUP-168,HZ-02-18,True,115,80
IN-8905-2358,Seat rail RH,Interior,9.7,9.7,9.7,RH,RH,ambient,False,SUP-188,HZ-02-04,True,199,56
FL-1292-2359,Washer concentrate RH,Fluids,12.34,12.34,12.34,LH,LH,ambient,False,SUP-013,Q-04-17,True,157,87
EL-8989-2360,ECU control module Gen 2,Electronics,22.34,22.34,22.34,LH,LH,ambient,False,SUP-143,JIS-07-10,True,194,55
EL-8058-2361,Power distribution unit Gen 2,Electronics,18.03,18.03,18.03,LH,LH,ambient,False,SUP-094,Q-04-11,True,63,75
PO-2891-2362,Clutch actuator RH,Powertrain,19.27,19.27,19.27,RH,RH,ambient,False,SUP-035,Q-04-02,True,135,53
IN-3645-2363,Seat rail Premium,Interior,4.97,4.97,4.97,LH,LH,ambient,False,SUP-153,JIS-07-13,True,154,81
PO-5729-2364,Clutch actuator Premium,Powertrain,4.49,4.49,4.49,LH,LH,ambient,False,SUP-131,A-12-02,True,93,35
CH-4892-2365,Control arm RH,Chassis,3.05,3.05,3.05,LH,LH,ambient,False,SUP-012,Q-04-06,True,122,67
IN-5049-2366,Console module LH,Interior,24.27,24.27,24.27,RH,RH,ambient,False,SUP-069,B-07-06,True,156,88
