id,supplier,location,overdue_hours
KLT-009368,SUP-170,WH-02,0
KLT-009369,SUP-117,Supplier,0
KLT-009370,SUP-068,WH-02,0
KLT-009371,SUP-065,WH-02,0
KLT-009372,SUP-060,WH-02,0
KLT-009373,SUP-028,WH-02,0
KLT-009374,SUP-009,WH-01,0
KLT-009375,SUP-121,WH-02,0
KLT-009376,SUP-130,WH-01,0
KLT-009377,SUP-017,Supplier,0
KLT-009378,SUP-068,Carrier,0
KLT-009379,SUP-029,WH-01,0
KLT-009380,SUP-066,Supplier,0
KLT-009381,SUP-016,Supplier,0
KLT-009382,SUP-056,WH-01,0
KLT-009383,SUP-155,WH-01,0
KLT-009384,SUP-195,Supplier,0
KLT-009385,SUP-027,WH-02,0
KLT-009386,SUP-113,Supplier,0
KLT-009387,SUP-107,Supplier,0
KLT-009388,SUP-112,Supplier,0
KLT-009389,SUP-106,WH-02,0
KLT-009390,SUP-009,WH-02,0
KLT-009391,SUP-030,WH-02,0
KLT-009392,SUP-136,Supplier,0
KLT-009393,SUP-004,Carrier,0
KLT-009394,SUP-189,WH-02,0
KLT-009395,SUP-155,WH-01,0
KLT-009396,SUP-101,WH-02,0
KLT-009397,SUP-028,WH-02,0
KLT-009398,SUP-148,WH-01,0
KLT-009399,SUP-015,WH-01,0
KLT-009400,SUP-131,Supplier,0
KLT-009401,SUP-040,Carrier,0
KLT-009402,SUP-143,Supplier,0
KLT-009403,SUP-150,Supplier,0
KLT-009404,SUP-110,Carrier,0
KLT-009405,SUP-178,WH-01,0
KLT-009406,SUP-161,WH-01,0
KLT-009407,SUP-181,WH-01,0
KLT-009408,SUP-148,WH-01,0
KLT-009409,SUP-028,WH-01,0
KLT-009410,SUP-012,Supplier,0
KLT-009411,SUP-056,Carrier,0
KLT-009412,SUP-071,Carrier,0
KLT-009413,SUP-197,Supplier,0
KLT-009414,SUP-146,Supplier,0
KLT-009415,SUP-085,WH-02,0
KLT-009416,SUP-042,WH-01,0
KLT-009417,SUP-088,WH-02,0
KLT-009418,SUP-057,WH-02,0
KLT-009419,SUP-142,WH-02,0
KLT-009420,SUP-129,Supplier,0
KLT-009421,SUP-113,WH-02,0
KLT-009422,SUP-161,Carrier,0
KLT-009423,SUP-086,Carrier,0
KLT-009424,SUP-039,WH-02,0
KLT-009425,SUP-149,Carrier,0
KLT-009426,SUP-086,WH-01,0
KLT-009427,SUP-100,WH-01,0
KLT-009428,SUP-016,WH-01,0
KLT-009429,SUP-078,WH-01,0
KLT-009430,SUP-136,Supplier,0
KLT-009431,SUP-132,WH-02,0
KLT-009432,SUP-068,Carrier,0
KLT-009433,SUP-032,WH-02,0
KLT-009434,SUP-172,Carrier,0
KLT-009435,SUP-130,Carrier,0
KLT-009436,SUP-196,Supplier,0
KLT-009437,SUP-103,Supplier,0
KLT-009438,SUP-056,WH-01,0
KLT-009439,SUP-137,Carrier,0
KLT-009440,SUP-140,WH-01,0
KLT-009441,SUP-081,Carrier,0
KLT-009442,SUP-200,WH-01,0
KLT-009443,SUP-125,Carrier,0
KLT-009444,SUP-170,WH-02,0
KLT-009445,SUP-128,WH-01,0
KLT-009446,SUP-050,Carrier,0
KLT-009447,SUP-050,Supplier,0
KLT-009448,SUP-139,Carrier,0
KLT-009449,SUP-130,Carrier,0
KLT-009450,SUP-024,WH-02,0
KLT-009451,SUP-107,Carrier,0
KLT-009452,SUP-140,WH-02,0
KLT-009453,SUP-137,WH-01,0
KLT-009454,SUP-198,WH-02,0
KLT-009455,SUP-151,Supplier,0
KLT-009456,SUP-032,Supplier,0
KLT-009457,SUP-177,Carrier,0
KLT-009458,SUP-145,WH-02,0
KLT-009459,SUP-140,WH-02,0
KLT-009460,SUP-157,WH-01,0
KLT-009461,SUP-035,Carrier,0
KLT-009462,SUP-038,WH-02,0
KLT-009463,SUP-141,WH-01,0
KLT-009464,SUP-004,WH-02,0
KLT-009465,SUP-013,WH-01,0
KLT-009466,SUP-117,WH-02,0
KLT-009467,SUP-086,Carrier,0
KLT-009468,SUP-061,WH-02,0
KLT-009469,SUP-177,WH-02,0
KLT-009470,SUP-125,WH-01,0
KLT-009471,SUP-191,Supplier,0
KLT-009472,SUP-025,WH-01,0
KLT-009473,SUP-160,Supplier,0
KLT-009474,SUP-100,WH-01,0
KLT-009475,SUP-011,WH-01,0
KLT-009476,SUP-022,Supplier,0
KLT-009477,SUP-010,WH-01,0
KLT-009478,SUP-020,Supplier,0
KLT-009479,SUP-022,WH-02,0
KLT-009480,SUP-172,WH-02,0
KLT-009481,SUP-140,Supplier,0
KLT-009482,SUP-066,Carrier,0
KLT-009483,SUP-041,Supplier,0
KLT-009484,SUP-142,Carrier,0
KLT-009485,SUP-187,WH-01,0
KLT-009486,SUP-027,Carrier,0
KLT-009487,SUP-146,Carrier,0
KLT-009488,SUP-043,WH-01,0
KLT-009489,SUP-078,WH-01,0
KLT-009490,SUP-006,WH-02,0
KLT-009491,SUP-187,WH-01,0
KLT-009492,SUP-016,Carrier,0
KLT-009493,SUP-022,Supplier,0
KLT-009494,SUP-188,WH-02,0
KLT-009495,SUP-001,WH-02,0
KLT-009496,SUP-131,WH-02,0
KLT-009497,SUP-063,Supplier,0
KLT-009498,SUP-116,Supplier,0
KLT-009499,SUP-158,WH-02,0
KLT-009500,SUP-187,WH-02,0
KLT-009501,SUP-118,Supplier,0
KLT-009502,SUP-044,Carrier,0
KLT-009503,SUP-134,Supplier,0
KLT-009504,SUP-053,WH-02,0
KLT-009505,SUP-029,WH-02,0
KLT-009506,SUP-127,WH-02,0
KLT-009507,SUP-023,WH-01,0
KLT-009508,SUP-129,WH-02,0
KLT-009509,SUP-184,WH-02,0
KLT-009510,SUP-105,WH-01,0
KLT-009511,SUP-125,Supplier,0
KLT-009512,SUP-113,Supplier,0
KLT-009513,SUP-067,WH-01,0
KLT-009514,SUP-127,Carrier,0
KLT-009515,SUP-125,Carrier,0
KLT-009516,SUP-108,Carrier,0
KLT-009517,SUP-036,WH-01,0
KLT-009518,SUP-142,Carrier,0
KLT-009519,SUP-033,WH-01,0
KLT-009520,SUP-054,Supplier,0
KLT-009521,SUP-141,WH-01,0
KLT-009522,SUP-048,Supplier,0
KLT-009523,SUP-118,Supplier,0
KLT-009524,SUP-003,Supplier,0
KLT-009525,SUP-057,Supplier,0
KLT-009526,SUP-034,Supplier,0
KLT-009527,SUP-188,Supplier,0
KLT-009528,SUP-045,WH-02,0
KLT-009529,SUP-099,Carrier,0
KLT-009530,SUP-060,WH-01,0
KLT-009531,SUP-036,WH-01,0
KLT-009532,SUP-200,Carrier,0
KLT-009533,SUP-042,WH-02,0
KLT-009534,SUP-171,WH-02,0
KLT-009535,SUP-129,Supplier,0
KLT-009536,SUP-086,WH-01,0
KLT-009537,SUP-121,Carrier,0
KLT-009538,SUP-088,WH-01,0
KLT-009539,SUP-132,Supplier,0
KLT-009540,SUP-117,Supplier,0
KLT-009541,SUP-002,WH-02,0
KLT-009542,SUP-048,Carrier,0
KLT-009543,SUP-134,WH-01,0
KLT-009544,SUP-035,WH-01,0
KLT-009545,SUP-062,Supplier,0
KLT-009546,SUP-173,Supplier,0
KLT-009547,SUP-023,WH-01,0
KLT-009548,SUP-113,WH-01,0
KLT-009549,SUP-071,WH-02,0
KLT-009550,SUP-132,WH-02,0
KLT-009551,SUP-157,Carrier,0
KLT-009552,SUP-054,Supplier,0
KLT-009553,SUP-093,Carrier,0
KLT-009554,SUP-068,WH-02,0
KLT-009555,SUP-024,WH-02,0
KLT-009556,SUP-170,Carrier,0
KLT-009557,SUP-105,WH-02,0
KLT-009558,SUP-103,Supplier,0
KLT-009559,SUP-038,Carrier,0
KLT-009560,SUP-153,WH-01,0
KLT-009561,SUP-095,Supplier,0
KLT-009562,SUP-056,WH-01,0
KLT-009563,SUP-177,WH-01,0
KLT-009564,SUP-059,Carrier,0
KLT-009565,SUP-125,WH-02,0
KLT-009566,SUP-125,Supplier,0
KLT-009567,SUP-015,Supplier,0
KLT-009568,SUP-061,Supplier,0
KLT-009569,SUP-079,Carrier,0
KLT-009570,SUP-161,Supplier,0
KLT-009571,SUP-141,WH-02,0
KLT-009572,SUP-184,Carrier,0
KLT-009573,SUP-110,WH-02,0
KLT-009574,SUP-038,WH-01,0
KLT-009575,SUP-157,Supplier,0
KLT-009576,SUP-153,Carrier,0
KLT-009577,SUP-025,WH-02,0
KLT-009578,SUP-011,WH-01,0
KLT-009579,SUP-037,WH-01,0
KLT-009580,SUP-136,WH-01,0
KLT-009581,SUP-142,Carrier,0
KLT-009582,SUP-056,Carrier,0
KLT-009583,SUP-146,WH-01,0
KLT-009584,SUP-180,Carrier,0
KLT-009585,SUP-167,Carrier,0
KLT-009586,SUP-170,WH-02,0
KLT-009587,SUP-053,WH-02,0
KLT-009588,SUP-184,WH-02,0
KLT-009589,SUP-014,Carrier,0
KLT-009590,SUP-019,Supplier,0
KLT-009591,SUP-170,Carrier,0
KLT-009592,SUP-040,WH-02,0
KLT-009593,SUP-008,Supplier,0
KLT-009594,SUP-128,Supplier,0
KLT-009595,SUP-079,Supplier,0
KLT-009596,SUP-164,WH-02,0
KLT-009597,SUP-193,Supplier,0
KLT-009598,SUP-014,Supplier,0
KLT-009599,SUP-101,WH-02,0
KLT-009600,SUP-068,Supplier,0
KLT-009601,SUP-193,Supplier,0
KLT-009602,SUP-178,Supplier,0
KLT-009603,SUP-003,Supplier,0
KLT-009604,SUP-161,WH-02,0
KLT-009605,SUP-001,WH-01,0
KLT-009606,SUP-111,WH-01,0
KLT-009607,SUP-153,Supplier,0
KLT-009608,SUP-063,WH-02,0
KLT-009609,SUP-174,WH-02,0
KLT-009610,SUP-033,Supplier,0
KLT-009611,SUP-015,WH-01,0
KLT-009612,SUP-041,Supplier,0
KLT-009613,SUP-150,Supplier,0
KLT-009614,SUP-041,WH-02,0
KLT-009615,SUP-170,Supplier,0
KLT-009616,SUP-121,Supplier,0
KLT-009617,SUP-116,WH-02,0
KLT-009618,SUP-170,Carrier,0
KLT-009619,SUP-025,Carrier,0
KLT-009620,SUP-088,WH-02,0
KLT-009621,SUP-120,Carrier,0
KLT-009622,SUP-098,Carrier,0
KLT-009623,SUP-039,WH-02,0
KLT-009624,SUP-178,Supplier,0
KLT-009625,SUP-025,WH-02,0
KLT-009626,SUP-021,Supplier,0
KLT-009627,SUP-064,Carrier,0
KLT-009628,SUP-052,Carrier,0
KLT-009629,SUP-152,WH-01,0
KLT-009630,SUP-049,WH-02,0
KLT-009631,SUP-042,Supplier,0
KLT-009632,SUP-024,Carrier,0
KLT-009633,SUP-188,Supplier,0
KLT-009634,SUP-036,WH-02,0
KLT-009635,SUP-180,Supplier,0
KLT-009636,SUP-159,WH-01,0
KLT-009637,SUP-122,Carrier,0
KLT-009638,SUP-127,Supplier,0
KLT-009639,SUP-086,Supplier,0
KLT-009640,SUP-196,Carrier,0
KLT-009641,SUP-099,WH-02,0
KLT-009642,SUP-045,WH-01,0
KLT-009643,SUP-052,WH-02,0
KLT-009644,SUP-114,Carrier,0
KLT-009645,SUP-049,Supplier,0
KLT-009646,SUP-008,WH-01,0
KLT-009647,SUP-159,WH-01,0
KLT-009648,SUP-192,WH-02,0
KLT-009649,SUP-022,Supplier,0
KLT-009650,SUP-166,WH-02,0
KLT-009651,SUP-092,Carrier,0
KLT-009652,SUP-020,WH-02,0
KLT-009653,SUP-095,WH-02,0
KLT-009654,SUP-097,WH-02,0
KLT-009655,SUP-161,WH-01,0
KLT-009656,SUP-126,WH-02,0
KLT-009657,SUP-154,WH-01,0
KLT-009658,SUP-132,Supplier,0
KLT-009659,SUP-159,Carrier,0
KLT-009660,SUP-101,Supplier,0
KLT-009661,SUP-111,Carrier,0
KLT-009662,SUP-168,WH-01,0
KLT-009663,SUP-187,Supplier,0
KLT-009664,SUP-122,Carrier,0
KLT-009665,SUP-105,WH-01,0
KLT-009666,SUP-137,Supplier,0
KLT-009667,SUP-085,Supplier,0
KLT-009668,SUP-003,Carrier,0
KLT-009669,SUP-018,WH-01,0
KLT-009670,SUP-114,WH-02,0
KLT-009671,SUP-180,WH-02,0
KLT-009672,SUP-033,Carrier,0
KLT-009673,SUP-001,WH-02,0
KLT-009674,SUP-138,WH-01,0
KLT-009675,SUP-143,WH-02,0
KLT-009676,SUP-099,WH-01,0
KLT-009677,SUP-098,Carrier,0
KLT-009678,SUP-051,Supplier,0
KLT-009679,SUP-072,Supplier,0
KLT-009680,SUP-079,WH-01,0
KLT-009681,SUP-076,Carrier,0
KLT-009682,SUP-001,WH-01,0
KLT-009683,SUP-031,Carrier,0
KLT-009684,SUP-053,Carrier,0
KLT-009685,SUP-121,Supplier,0
KLT-009686,SUP-012,WH-01,0
KLT-009687,SUP-194,Carrier,0
KLT-009688,SUP-096,WH-02,0
KLT-009689,SUP-043,WH-02,0
KLT-009690,SUP-054,Carrier,0
KLT-009691,SUP-032,WH-01,0
KLT-009692,SUP-015,Carrier,0
KLT-009693,SUP-038,Carrier,0
KLT-009694,SUP-020,WH-02,0
KLT-009695,SUP-033,Supplier,0
KLT-009696,SUP-176,Carrier,0
KLT-009697,SUP-046,WH-02,0
KLT-009698,SUP-030,WH-02,0
KLT-009699,SUP-091,WH-01,0
KLT-009700,SUP-124,WH-02,0
KLT-009701,SUP-111,Supplier,0
KLT-009702,SUP-188,WH-02,0
KLT-009703,SUP-121,Supplier,0
KLT-009704,SUP-159,WH-02,0
KLT-009705,SUP-136,WH-02,0
KLT-009706,SUP-075,Supplier,0
KLT-009707,SUP-128,WH-02,0
KLT-009708,SUP-115,WH-02,0
KLT-009709,SUP-190,WH-01,0
KLT-009710,SUP-096,WH-02,0
KLT-009711,SUP-194,WH-02,0
KLT-009712,SUP-077,Carrier,0
KLT-009713,SUP-070,WH-01,0
KLT-009714,SUP-008,Carrier,0
KLT-009715,SUP-162,WH-01,0
KLT-009716,SUP-068,WH-01,0
KLT-009717,SUP-035,WH-02,0
KLT-009718,SUP-092,Carrier,0
KLT-009719,SUP-036,WH-02,0
KLT-009720,SUP-092,WH-02,0
KLT-009721,SUP-012,WH-01,0
KLT-009722,SUP-020,WH-02,0
KLT-009723,SUP-076,Supplier,0
KLT-009724,SUP-056,WH-02,0
KLT-009725,SUP-112,WH-01,0
KLT-009726,SUP-180,WH-01,0
KLT-009727,SUP-087,Carrier,0
KLT-009728,SUP-049,WH-02,0
KLT-009729,SUP-029,WH-02,0
KLT-009730,SUP-070,WH-01,0
KLT-009731,SUP-156,Carrier,0
KLT-009732,SUP-118,WH-01,0
KLT-009733,SUP-164,Supplier,0
KLT-009734,SUP-089,WH-01,0
KLT-009735,SUP-057,WH-02,0
KLT-009736,SUP-192,WH-02,0
KLT-009737,SUP-045,Supplier,0
KLT-009738,SUP-119,WH-01,0
KLT-009739,SUP-018,WH-02,0
KLT-009740,SUP-198,WH-01,0
KLT-009741,SUP-137,WH-01,0
KLT-009742,SUP-190,Carrier,0
KLT-009743,SUP-105,Carrier,0
KLT-009744,SUP-059,Supplier,0
KLT-009745,SUP-077,WH-01,0
KLT-009746,SUP-065,WH-01,0
KLT-009747,SUP-103,WH-02,0
KLT-009748,SUP-164,WH-02,0
KLT-009749,SUP-082,Supplier,0
KLT-009750,SUP-125,Carrier,0
KLT-009751,SUP-032,Carrier,0
KLT-009752,SUP-093,Supplier,0
KLT-009753,SUP-108,WH-01,0
KLT-009754,SUP-186,Supplier,0
KLT-009755,SUP-142,WH-02,0
KLT-009756,SUP-110,Supplier,0
KLT-009757,SUP-050,Supplier,0
KLT-009758,SUP-141,Supplier,0
KLT-009759,SUP-031,WH-02,0
KLT-009760,SUP-126,WH-02,0
KLT-009761,SUP-185,Supplier,0
KLT-009762,SUP-068,WH-01,0
KLT-009763,SUP-091,WH-02,0
KLT-009764,SUP-190,Carrier,0
KLT-009765,SUP-015,Carrier,0
KLT-009766,SUP-030,Supplier,0
KLT-009767,SUP-047,Supplier,0
KLT-009768,SUP-078,Supplier,0
KLT-009769,SUP-121,WH-02,0
KLT-009770,SUP-025,WH-01,0
KLT-009771,SUP-014,Supplier,0
KLT-009772,SUP-129,WH-02,0
KLT-009773,SUP-076,Supplier,0
KLT-009774,SUP-159,Carrier,0
KLT-009775,SUP-014,Supplier,0
KLT-009776,SUP-152,WH-02,0
KLT-009777,SUP-040,Carrier,0
KLT-009778,SUP-090,Supplier,0
KLT-009779,SUP-160,Carrier,0
KLT-009780,SUP-117,WH-02,0
KLT-009781,SUP-135,Supplier,0
KLT-009782,SUP-052,WH-01,0
KLT-009783,SUP-100,Carrier,0
KLT-009784,SUP-181,WH-01,0
KLT-009785,SUP-052,WH-01,0
KLT-009786,SUP-007,WH-01,0
KLT-009787,SUP-053,WH-02,0
KLT-009788,SUP-100,Supplier,0
KLT-009789,SUP-006,WH-01,0
KLT-009790,SUP-016,Supplier,0
KLT-009791,SUP-145,WH-01,0
KLT-009792,SUP-060,Supplier,0
KLT-009793,SUP-138,Carrier,0
KLT-009794,SUP-164,WH-02,0
KLT-009795,SUP-174,WH-02,0
KLT-009796,SUP-197,WH-01,0
KLT-009797,SUP-109,WH-02,0
KLT-009798,SUP-021,WH-02,0
KLT-009799,SUP-175,WH-01,0
KLT-009800,SUP-143,WH-02,0
KLT-009801,SUP-173,Carrier,0
KLT-009802,SUP-050,Carrier,0
KLT-009803,SUP-005,Carrier,0
KLT-009804,SUP-060,WH-01,0
KLT-009805,SUP-195,WH-01,0
KLT-009806,SUP-056,WH-02,0
KLT-009807,SUP-146,Supplier,0
KLT-009808,SUP-076,WH-02,0
KLT-009809,SUP-138,Supplier,0
KLT-009810,SUP-200,WH-01,0
KLT-009811,SUP-117,Supplier,0
KLT-009812,SUP-049,WH-02,0
KLT-009813,SUP-069,WH-02,0
KLT-009814,SUP-175,WH-01,0
KLT-009815,SUP-169,WH-01,0
KLT-009816,SUP-059,WH-01,0
KLT-009817,SUP-124,Carrier,0
KLT-009818,SUP-017,Carrier,0
KLT-009819,SUP-158,WH-02,0
KLT-009820,SUP-061,Carrier,0
KLT-009821,SUP-083,WH-01,0
KLT-009822,SUP-084,WH-01,0
KLT-009823,SUP-097,Supplier,0
KLT-009824,SUP-177,Carrier,0
KLT-009825,SUP-154,WH-01,0
KLT-009826,SUP-022,Supplier,0
KLT-009827,SUP-192,Supplier,0
KLT-009828,SUP-039,WH-02,0
KLT-009829,SUP-125,WH-02,0
KLT-009830,SUP-125,Carrier,0
KLT-009831,SUP-126,WH-02,0
KLT-009832,SUP-041,WH-01,0
KLT-009833,SUP-106,WH-01,0
KLT-009834,SUP-075,Supplier,0
KLT-009835,SUP-097,WH-01,0
KLT-009836,SUP-179,Carrier,0
KLT-009837,SUP-112,Carrier,0
KLT-009838,SUP-066,Supplier,0
KLT-009839,SUP-168,WH-02,0
KLT-009840,SUP-134,Supplier,0
KLT-009841,SUP-121,Supplier,0
KLT-009842,SUP-148,WH-02,0
KLT-009843,SUP-190,Supplier,0
KLT-009844,SUP-110,WH-02,0
KLT-009845,SUP-127,Carrier,0
KLT-009846,SUP-015,Supplier,0
KLT-009847,SUP-083,Carrier,0
KLT-009848,SUP-179,WH-01,0
KLT-009849,SUP-093,WH-01,0
KLT-009850,SUP-182,WH-02,0
KLT-009851,SUP-147,Carrier,0
KLT-009852,SUP-062,Carrier,0
KLT-009853,SUP-108,WH-02,0
KLT-009854,SUP-181,WH-02,0
KLT-009855,SUP-022,Supplier,0
KLT-009856,SUP-068,Supplier,0
KLT-009857,SUP-012,WH-02,0
KLT-009858,SUP-098,WH-02,0
KLT-009859,SUP-008,Supplier,0
KLT-009860,SUP-182,Carrier,0
KLT-009861,SUP-176,WH-02,0
KLT-009862,SUP-014,Supplier,0
KLT-009863,SUP-189,WH-02,0
KLT-009864,SUP-171,WH-01,0
KLT-009865,SUP-162,WH-02,0
KLT-009866,SUP-026,Carrier,0
KLT-009867,SUP-077,Supplier,0
KLT-009868,SUP-190,WH-01,0
KLT-009869,SUP-034,WH-02,0
KLT-009870,SUP-199,Carrier,0
KLT-009871,SUP-175,WH-01,0
KLT-009872,SUP-056,Supplier,0
KLT-009873,SUP-041,WH-01,0
KLT-009874,SUP-198,WH-01,0
KLT-009875,SUP-063,Carrier,0
KLT-009876,SUP-030,WH-01,0
KLT-009877,SUP-089,Supplier,0
KLT-009878,SUP-146,Supplier,0
KLT-009879,SUP-159,Carrier,0
KLT-009880,SUP-056,WH-02,0
KLT-009881,SUP-013,WH-01,0
KLT-009882,SUP-039,Supplier,0
KLT-009883,SUP-001,Supplier,0
KLT-009884,SUP-120,WH-02,0
KLT-009885,SUP-198,WH-01,0
KLT-009886,SUP-061,Supplier,0
KLT-009887,SUP-090,Supplier,0
KLT-009888,SUP-027,Supplier,0
KLT-009889,SUP-111,Carrier,0
KLT-009890,SUP-032,Supplier,0
KLT-009891,SUP-184,Supplier,0
KLT-009892,SUP-030,WH-02,0
KLT-009893,SUP-025,Carrier,0
KLT-009894,SUP-044,Carrier,0
KLT-009895,SUP-116,Supplier,0
KLT-009896,SUP-066,WH-01,0
KLT-009897,SUP-039,Supplier,0
KLT-009898,SUP-159,WH-02,0
KLT-009899,SUP-188,WH-02,0
KLT-009900,SUP-198,WH-02,0
KLT-009901,SUP-024,WH-01,0
KLT-009902,SUP-024,WH-02,0
KLT-009903,SUP-103,WH-02,0
KLT-009904,SUP-064,WH-01,0
KLT-009905,SUP-098,WH-02,0
KLT-009906,SUP-106,WH-01,0
KLT-009907,SUP-133,Supplier,0
KLT-009908,SUP-010,WH-01,0
KLT-009909,SUP-064,WH-01,49
KLT-009910,SUP-123,WH-02,0
KLT-009911,SUP-044,WH-02,0
KLT-009912,SUP-153,Carrier,0
KLT-009913,SUP-055,WH-01,0
KLT-009914,SUP-115,Supplier,0
KLT-009915,SUP-060,Carrier,0
KLT-009916,SUP-141,WH-02,0
KLT-009917,SUP-029,WH-02,0
KLT-009918,SUP-077,WH-02,0
KLT-009919,SUP-050,WH-01,0
KLT-009920,SUP-118,Carrier,0
KLT-009921,SUP-013,WH-01,0
KLT-009922,SUP-103,Supplier,0
KLT-009923,SUP-189,WH-02,0
KLT-009924,SUP-141,Supplier,0
KLT-009925,SUP-140,WH-02,0
KLT-009926,SUP-123,Supplier,0
KLT-009927,SUP-080,Supplier,0
KLT-009928,SUP-095,WH-02,0
KLT-009929,SUP-131,Carrier,0
KLT-009930,SUP-109,Supplier,0
KLT-009931,SUP-069,Supplier,0
KLT-009932,SUP-152,WH-01,0
KLT-009933,SUP-050,Supplier,0
KLT-009934,SUP-078,Carrier,0
KLT-009935,SUP-021,WH-01,0
KLT-009936,SUP-137,WH-02,0
KLT-009937,SUP-058,Supplier,0
KLT-009938,SUP-019,WH-02,0
KLT-009939,SUP-189,WH-02,0
KLT-009940,SUP-153,WH-01,0
KLT-009941,SUP-170,WH-01,0
KLT-009942,SUP-091,Supplier,0
KLT-009943,SUP-087,WH-02,0
KLT-009944,SUP-131,Supplier,0
KLT-009945,SUP-103,Supplier,0
KLT-009946,SUP-038,WH-01,0
KLT-009947,SUP-090,Supplier,0
KLT-009948,SUP-002,WH-02,0
KLT-009949,SUP-089,Supplier,0
KLT-009950,SUP-044,Carrier,0
KLT-009951,SUP-146,WH-02,0
KLT-009952,SUP-162,WH-02,0
KLT-009953,SUP-039,Supplier,0
KLT-009954,SUP-007,WH-02,0
KLT-009955,SUP-019,WH-01,0
KLT-009956,SUP-048,WH-01,0
KLT-009957,SUP-193,Carrier,0
KLT-009958,SUP-006,WH-01,0
KLT-009959,SUP-082,WH-01,0
KLT-009960,SUP-037,Carrier,0
KLT-009961,SUP-140,Supplier,0
KLT-009962,SUP-080,WH-02,0
KLT-009963,SUP-079,Carrier,0
KLT-009964,SUP-143,Carrier,0
KLT-009965,SUP-083,Carrier,0
KLT-009966,SUP-116,Supplier,0
KLT-009967,SUP-022,WH-02,0
KLT-009968,SUP-014,WH-02,0
KLT-009969,SUP-087,Supplier,0
KLT-009970,SUP-035,Supplier,0
KLT-009971,SUP-162,Supplier,0
KLT-009972,SUP-001,WH-02,0
KLT-009973,SUP-013,WH-02,0
KLT-009974,SUP-196,WH-02,0
KLT-009975,SUP-104,WH-01,0
KLT-009976,SUP-070,WH-01,0
KLT-009977,SUP-136,WH-01,0
KLT-009978,SUP-122,Supplier,0
KLT-009979,SUP-077,WH-02,0
KLT-009980,SUP-003,WH-02,0
KLT-009981,SUP-119,WH-01,0
KLT-009982,SUP-178,WH-01,0
KLT-009983,SUP-068,Carrier,0
KLT-009984,SUP-144,WH-02,0
KLT-009985,SUP-168,WH-02,0
KLT-009986,SUP-069,Supplier,0
KLT-009987,SUP-113,WH-02,0
KLT-009988,SUP-085,Carrier,0
KLT-009989,SUP-191,WH-01,0
KLT-009990,SUP-099,WH-02,0
KLT-009991,SUP-086,Supplier,0
KLT-009992,SUP-076,Carrier,0
KLT-009993,SUP-174,WH-02,0
KLT-009994,SUP-157,Carrier,0
KLT-009995,SUP-062,Carrier,0
KLT-009996,SUP-147,WH-01,0
KLT-009997,SUP-031,WH-01,0
KLT-009998,SUP-166,WH-01,0
KLT-009999,SUP-105,Carrier,0
KLT-010000,SUP-022,WH-02,0
KLT-010001,SUP-160,Carrier,0
KLT-010002,SUP-136,WH-02,0
KLT-010003,SUP-142,Supplier,0
KLT-010004,SUP-045,Supplier,0
KLT-010005,SUP-005,Carrier,0
KLT-010006,SUP-100,Supplier,0
KLT-010007,SUP-120,Carrier,0
KLT-010008,SUP-040,Supplier,0
KLT-010009,SUP-040,Supplier,0
KLT-010010,SUP-167,WH-02,0
KLT-010011,SUP-145,WH-02,0
KLT-010012,SUP-112,Carrier,0
KLT-010013,SUP-090,Supplier,0
KLT-010014,SUP-185,Supplier,0
KLT-010015,SUP-103,WH-01,0
KLT-010016,SUP-035,Supplier,0
KLT-010017,SUP-013,WH-01,0
KLT-010018,SUP-189,Supplier,0
KLT-010019,SUP-084,Supplier,0
KLT-010020,SUP-199,Carrier,0
KLT-010021,SUP-022,WH-01,0
KLT-010022,SUP-167,Carrier,0
KLT-010023,SUP-180,Carrier,0
KLT-010024,SUP-064,WH-01,0
KLT-010025,SUP-059,Carrier,0
KLT-010026,SUP-076,Supplier,0
KLT-010027,SUP-161,WH-01,0
KLT-010028,SUP-007,Carrier,0
KLT-010029,SUP-028,Carrier,0
KLT-010030,SUP-184,Carrier,0
KLT-010031,SUP-109,Supplier,0
KLT-010032,SUP-089,Carrier,0
KLT-010033,SUP-034,WH-02,0
KLT-010034,SUP-152,Carrier,0
KLT-010035,SUP-146,Carrier,0
KLT-010036,SUP-051,WH-01,0
KLT-010037,SUP-020,Supplier,0
KLT-010038,SUP-119,Supplier,0
KLT-010039,SUP-054,Supplier,0
KLT-010040,SUP-039,WH-01,0
KLT-010041,SUP-037,WH-02,0
KLT-010042,SUP-175,Supplier,0
KLT-010043,SUP-093,Carrier,0
KLT-010044,SUP-171,Carrier,0
KLT-010045,SUP-014,WH-01,0
KLT-010046,SUP-128,Carrier,0
KLT-010047,SUP-147,WH-02,0
KLT-010048,SUP-021,Supplier,0
KLT-010049,SUP-072,WH-01,0
KLT-010050,SUP-157,WH-01,0
KLT-010051,SUP-129,WH-02,0
KLT-010052,SUP-128,WH-02,0
KLT-010053,SUP-052,WH-01,0
KLT-010054,SUP-196,WH-01,0
KLT-010055,SUP-134,WH-02,0
KLT-010056,SUP-093,WH-02,0
KLT-010057,SUP-139,Supplier,0
KLT-010058,SUP-192,Supplier,0
KLT-010059,SUP-118,Carrier,0
KLT-010060,SUP-086,WH-02,0
KLT-010061,SUP-167,WH-01,0
KLT-010062,SUP-036,Supplier,0
KLT-010063,SUP-049,Supplier,0
KLT-010064,SUP-133,WH-02,0
KLT-010065,SUP-110,Supplier,0
KLT-010066,SUP-063,WH-01,0
